	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.572, 0.756]	[0.601, 0.730]	[0.18579, 0.25974]	[0.579, 0.723]	[0.202, 0.460]	[0.5811, 1.0323]	[0.200, 0.495]	[0.201, 0.458]	[0.650, 0.909]	[0.550, 0.667]	[0.544, 0.748]	[0.669, 0.816]	[0.611, 0.944]	[0.409, 0.682]
precision_recall_auc	[0.623, 0.861]	[0.654, 0.758]	[0.16889, 0.23587]	[0.682, 0.756]	[0.308, 0.515]	[0.4867, 0.7498]	[0.363, 0.553]	[0.348, 0.520]	[0.765, 0.923]	[0.548, 0.682]	[0.591, 0.857]	[0.710, 0.843]	[0.778, 0.944]	[0.364, 0.682]
roc_auc	[0.638, 0.795]	[0.652, 0.813]	[0.16714, 0.23230]	[0.632, 0.810]	[0.303, 0.626]	[0.6034, 0.7626]	[0.300, 0.646]	[0.302, 0.636]	[0.700, 0.938]	[0.586, 0.708]	[0.610, 0.787]	[0.735, 0.823]	[0.667, 0.944]	[0.455, 0.727]
