	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.846, 0.935]	[0.747, 0.843]	[0.12428, 0.16916]	[0.722, 0.824]	[0.495, 0.687]	[0.3973, 0.5882]	[0.495, 0.708]	[0.495, 0.698]	[0.760, 0.857]	[0.722, 0.875]	[0.841, 0.934]	[0.828, 0.922]	[0.667, 0.833]	[0.773, 0.909]
precision_recall_auc	[0.813, 0.955]	[0.793, 0.922]	[0.09485, 0.15830]	[0.765, 0.914]	[0.586, 0.843]	[0.3249, 0.7491]	[0.596, 0.854]	[0.595, 0.849]	[0.792, 0.913]	[0.778, 0.941]	[0.812, 0.954]	[0.826, 0.952]	[0.722, 0.889]	[0.818, 0.955]
roc_auc	[0.753, 0.956]	[0.715, 0.894]	[0.09752, 0.19686]	[0.667, 0.882]	[0.429, 0.788]	[0.3326, 0.8749]	[0.453, 0.812]	[0.441, 0.800]	[0.720, 0.875]	[0.733, 0.938]	[0.739, 0.955]	[0.773, 0.957]	[0.611, 0.833]	[0.818, 0.955]
