	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.835 ± 0.045729	0.826 ± 0.034797	0.14463 ± 0.015991	0.808 ± 0.038895	0.651 ± 0.069594	0.4551 ± 0.039398	0.655 ± 0.070196	0.653 ± 0.069621	0.843 ± 0.037853	0.812 ± 0.046393	0.824 ± 0.054438	0.874 ± 0.031520	0.806 ± 0.053990	0.845 ± 0.043913
precision_recall_auc	0.826 ± 0.037258	0.832 ± 0.034710	0.14307 ± 0.015056	0.813 ± 0.039547	0.664 ± 0.069421	0.4579 ± 0.040468	0.670 ± 0.067935	0.667 ± 0.068404	0.842 ± 0.037000	0.829 ± 0.041534	0.813 ± 0.043168	0.871 ± 0.029109	0.800 ± 0.053672	0.864 ± 0.037113
roc_auc	0.840 ± 0.041324	0.827 ± 0.035257	0.13894 ± 0.016465	0.809 ± 0.039751	0.655 ± 0.070514	0.4450 ± 0.042723	0.660 ± 0.068808	0.657 ± 0.069542	0.840 ± 0.035990	0.820 ± 0.045657	0.827 ± 0.052003	0.878 ± 0.032624	0.800 ± 0.053672	0.855 ± 0.046945
