	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.905 ± 0.014298	0.850 ± 0.013269	0.12573 ± 0.011474	0.834 ± 0.014261	0.699 ± 0.026539	0.4310 ± 0.037331	0.705 ± 0.030103	0.702 ± 0.027981	0.858 ± 0.013515	0.847 ± 0.030388	0.902 ± 0.014675	0.885 ± 0.018786	0.822 ± 0.023424	0.877 ± 0.030679
precision_recall_auc	0.905 ± 0.030888	0.812 ± 0.072695	0.12759 ± 0.012724	0.780 ± 0.106024	0.624 ± 0.145391	0.4238 ± 0.049275	0.657 ± 0.125610	0.640 ± 0.135468	0.810 ± 0.071471	0.847 ± 0.074261	0.903 ± 0.032423	0.892 ± 0.021296	0.733 ± 0.138084	0.891 ± 0.057496
roc_auc	0.900 ± 0.022834	0.805 ± 0.049348	0.13077 ± 0.013537	0.776 ± 0.063456	0.611 ± 0.098695	0.4304 ± 0.048325	0.636 ± 0.088940	0.623 ± 0.092844	0.804 ± 0.054743	0.832 ± 0.053363	0.897 ± 0.023828	0.888 ± 0.021697	0.733 ± 0.093697	0.877 ± 0.043122
