	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.025603	0.842 ± 0.017818	0.12132 ± 0.014508	0.822 ± 0.020544	0.683 ± 0.035637	0.4144 ± 0.050238	0.703 ± 0.043552	0.693 ± 0.038951	0.836 ± 0.018479	0.867 ± 0.040877	0.909 ± 0.026621	0.887 ± 0.029684	0.783 ± 0.031536	0.900 ± 0.035855
precision_recall_auc	0.911 ± 0.025434	0.826 ± 0.076079	0.12558 ± 0.024385	0.793 ± 0.110836	0.652 ± 0.152158	0.4119 ± 0.070990	0.710 ± 0.141063	0.680 ± 0.146767	0.803 ± 0.065709	0.907 ± 0.088326	0.909 ± 0.026145	0.892 ± 0.029436	0.711 ± 0.127764	0.941 ± 0.056894
roc_auc	0.899 ± 0.030007	0.812 ± 0.052517	0.13134 ± 0.022501	0.779 ± 0.070021	0.624 ± 0.105034	0.4388 ± 0.075617	0.672 ± 0.094785	0.647 ± 0.099246	0.795 ± 0.053227	0.877 ± 0.058096	0.897 ± 0.031006	0.882 ± 0.030877	0.706 ± 0.094608	0.918 ± 0.041770
