	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.019248	0.851 ± 0.024216	0.11398 ± 0.011516	0.829 ± 0.029283	0.701 ± 0.048431	0.3978 ± 0.041093	0.747 ± 0.058188	0.724 ± 0.051983	0.826 ± 0.023327	0.921 ± 0.049903	0.910 ± 0.019532	0.877 ± 0.028944	0.756 ± 0.038845	0.945 ± 0.035855
precision_recall_auc	0.914 ± 0.021630	0.825 ± 0.071413	0.11694 ± 0.023418	0.785 ± 0.108539	0.651 ± 0.142826	0.3875 ± 0.056023	0.746 ± 0.105115	0.695 ± 0.123809	0.791 ± 0.065101	0.955 ± 0.063384	0.912 ± 0.022097	0.888 ± 0.025732	0.678 ± 0.133024	0.973 ± 0.038331
roc_auc	0.907 ± 0.020723	0.796 ± 0.067991	0.12689 ± 0.023057	0.756 ± 0.088388	0.593 ± 0.135983	0.4098 ± 0.059143	0.666 ± 0.145250	0.628 ± 0.137973	0.773 ± 0.059301	0.893 ± 0.104325	0.905 ± 0.021118	0.882 ± 0.028787	0.661 ± 0.102940	0.932 ± 0.065169
