	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.872 ± 0.037984	0.830 ± 0.048781	0.12355 ± 0.015925	0.810 ± 0.055033	0.660 ± 0.097562	0.4183 ± 0.035242	0.674 ± 0.102178	0.667 ± 0.099710	0.829 ± 0.040166	0.845 ± 0.065667	0.866 ± 0.042570	0.887 ± 0.017376	0.778 ± 0.052378	0.882 ± 0.053354
precision_recall_auc	0.865 ± 0.041713	0.837 ± 0.025198	0.12129 ± 0.011170	0.816 ± 0.030413	0.673 ± 0.050396	0.4200 ± 0.036777	0.691 ± 0.045698	0.682 ± 0.047795	0.832 ± 0.028941	0.859 ± 0.025938	0.856 ± 0.048902	0.890 ± 0.018218	0.778 ± 0.045361	0.895 ± 0.021957
roc_auc	0.865 ± 0.038324	0.837 ± 0.037419	0.12214 ± 0.013339	0.816 ± 0.042935	0.673 ± 0.074837	0.4191 ± 0.040653	0.692 ± 0.079142	0.682 ± 0.076721	0.832 ± 0.032406	0.860 ± 0.053495	0.857 ± 0.045387	0.888 ± 0.017259	0.778 ± 0.045361	0.895 ± 0.043122
