	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.824 ± 0.058930	0.853 ± 0.033611	0.14771 ± 0.020659	0.837 ± 0.038258	0.705 ± 0.067222	0.4684 ± 0.050438	0.712 ± 0.068601	0.708 ± 0.067538	0.863 ± 0.038501	0.849 ± 0.048240	0.807 ± 0.068852	0.871 ± 0.048645	0.828 ± 0.055246	0.877 ± 0.043122
precision_recall_auc	0.824 ± 0.047492	0.858 ± 0.037289	0.14580 ± 0.018857	0.842 ± 0.042601	0.715 ± 0.074577	0.4654 ± 0.047960	0.720 ± 0.071319	0.718 ± 0.072803	0.867 ± 0.041915	0.853 ± 0.038312	0.809 ± 0.055460	0.873 ± 0.042147	0.833 ± 0.058561	0.882 ± 0.031782
roc_auc	0.817 ± 0.037089	0.851 ± 0.037810	0.14572 ± 0.015954	0.833 ± 0.043546	0.701 ± 0.075619	0.4701 ± 0.038636	0.714 ± 0.074758	0.707 ± 0.074952	0.850 ± 0.037788	0.864 ± 0.045564	0.803 ± 0.043532	0.876 ± 0.036663	0.806 ± 0.053990	0.895 ± 0.037421
