	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.893 ± 0.019762	0.818 ± 0.031670	0.13656 ± 0.010879	0.786 ± 0.040810	0.635 ± 0.063341	0.4500 ± 0.024653	0.697 ± 0.067298	0.666 ± 0.064559	0.791 ± 0.027922	0.907 ± 0.047445	0.892 ± 0.020230	0.868 ± 0.017785	0.694 ± 0.047213	0.941 ± 0.030679
precision_recall_auc	0.899 ± 0.019953	0.820 ± 0.029412	0.13560 ± 0.013398	0.790 ± 0.037576	0.641 ± 0.058824	0.4513 ± 0.035006	0.701 ± 0.065722	0.670 ± 0.061656	0.793 ± 0.023485	0.907 ± 0.047386	0.898 ± 0.020082	0.870 ± 0.023409	0.700 ± 0.038845	0.941 ± 0.030679
roc_auc	0.899 ± 0.021575	0.819 ± 0.040190	0.13506 ± 0.012105	0.788 ± 0.051262	0.637 ± 0.080379	0.4468 ± 0.030294	0.690 ± 0.078951	0.663 ± 0.079178	0.795 ± 0.035586	0.895 ± 0.049181	0.898 ± 0.021777	0.873 ± 0.021101	0.706 ± 0.058853	0.932 ± 0.032141
