	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.889 ± 0.044221	0.843 ± 0.030721	0.12523 ± 0.018066	0.829 ± 0.031026	0.687 ± 0.061442	0.4441 ± 0.054862	0.689 ± 0.065349	0.688 ± 0.063372	0.859 ± 0.016306	0.831 ± 0.052059	0.885 ± 0.047113	0.887 ± 0.022549	0.828 ± 0.017568	0.859 ± 0.054419
precision_recall_auc	0.906 ± 0.010065	0.820 ± 0.034051	0.12659 ± 0.013129	0.796 ± 0.044072	0.639 ± 0.068102	0.4280 ± 0.030659	0.658 ± 0.058705	0.648 ± 0.061805	0.823 ± 0.043532	0.834 ± 0.044377	0.904 ± 0.010341	0.895 ± 0.014880	0.767 ± 0.077690	0.873 ± 0.041770
roc_auc	0.901 ± 0.020638	0.818 ± 0.050944	0.12920 ± 0.018476	0.793 ± 0.069756	0.636 ± 0.101889	0.4266 ± 0.067141	0.655 ± 0.079413	0.645 ± 0.089580	0.829 ± 0.061537	0.827 ± 0.053046	0.899 ± 0.021136	0.896 ± 0.027339	0.772 ± 0.115500	0.864 ± 0.056692
