	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.876 ± 0.065979	0.821 ± 0.056954	0.14125 ± 0.026142	0.799 ± 0.065595	0.643 ± 0.113909	0.5088 ± 0.159911	0.662 ± 0.121955	0.653 ± 0.117569	0.819 ± 0.046562	0.844 ± 0.082313	0.871 ± 0.070192	0.867 ± 0.047893	0.761 ± 0.064417	0.882 ± 0.064993
precision_recall_auc	0.864 ± 0.097047	0.835 ± 0.038060	0.14184 ± 0.028843	0.815 ± 0.043389	0.670 ± 0.076120	0.5504 ± 0.256563	0.690 ± 0.086374	0.680 ± 0.080553	0.834 ± 0.033064	0.856 ± 0.074282	0.858 ± 0.104556	0.874 ± 0.056677	0.783 ± 0.055246	0.886 ± 0.068601
roc_auc	0.858 ± 0.098449	0.826 ± 0.036260	0.14753 ± 0.031519	0.807 ± 0.041071	0.653 ± 0.072520	0.5807 ± 0.261481	0.663 ± 0.076726	0.658 ± 0.074243	0.834 ± 0.032513	0.829 ± 0.059180	0.852 ± 0.106084	0.869 ± 0.056328	0.789 ± 0.051052	0.864 ± 0.056692
