	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.681 ± 0.057046	0.698 ± 0.045458	0.21086 ± 0.015098	0.701 ± 0.049275	0.396 ± 0.090915	0.7134 ± 0.080552	0.424 ± 0.111129	0.410 ± 0.099436	0.813 ± 0.090140	0.611 ± 0.035493	0.656 ± 0.065445	0.750 ± 0.040936	0.828 ± 0.099553	0.568 ± 0.065169
precision_recall_auc	0.697 ± 0.054967	0.723 ± 0.045816	0.20701 ± 0.033263	0.721 ± 0.052347	0.447 ± 0.091631	0.7117 ± 0.117751	0.463 ± 0.097867	0.455 ± 0.094323	0.825 ± 0.070796	0.638 ± 0.034630	0.676 ± 0.059787	0.760 ± 0.061031	0.833 ± 0.090722	0.614 ± 0.049097
roc_auc	0.705 ± 0.040731	0.734 ± 0.049603	0.19845 ± 0.021894	0.733 ± 0.045749	0.467 ± 0.099205	0.7182 ± 0.119114	0.487 ± 0.096557	0.477 ± 0.096376	0.836 ± 0.065730	0.651 ± 0.055347	0.683 ± 0.045588	0.787 ± 0.028372	0.844 ± 0.073142	0.623 ± 0.095946
