	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.026077	0.847 ± 0.029857	0.12060 ± 0.018976	0.829 ± 0.032643	0.693 ± 0.059713	0.3816 ± 0.047252	0.719 ± 0.075261	0.706 ± 0.066418	0.841 ± 0.024295	0.878 ± 0.072938	0.911 ± 0.026895	0.898 ± 0.034475	0.789 ± 0.043823	0.905 ± 0.065870
precision_recall_auc	0.916 ± 0.017343	0.762 ± 0.059419	0.11925 ± 0.011232	0.692 ± 0.093646	0.525 ± 0.118838	0.3726 ± 0.032680	0.669 ± 0.094268	0.591 ± 0.100739	0.733 ± 0.056474	0.936 ± 0.077716	0.914 ± 0.018190	0.903 ± 0.018220	0.561 ± 0.124088	0.964 ± 0.046945
roc_auc	0.926 ± 0.011941	0.766 ± 0.042806	0.11348 ± 0.007643	0.695 ± 0.074775	0.532 ± 0.085612	0.3543 ± 0.021897	0.698 ± 0.051891	0.608 ± 0.065124	0.730 ± 0.041590	0.968 ± 0.052382	0.924 ± 0.012402	0.919 ± 0.013202	0.550 ± 0.099553	0.982 ± 0.031782
