	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.923 ± 0.018854	0.846 ± 0.021276	0.10961 ± 0.014080	0.826 ± 0.024290	0.691 ± 0.042553	0.3657 ± 0.035494	0.716 ± 0.050083	0.704 ± 0.045893	0.834 ± 0.017176	0.882 ± 0.040995	0.921 ± 0.019566	0.909 ± 0.017243	0.778 ± 0.026189	0.914 ± 0.033539
precision_recall_auc	0.904 ± 0.064734	0.806 ± 0.067639	0.11930 ± 0.025531	0.764 ± 0.111202	0.612 ± 0.135278	0.4210 ± 0.174560	0.670 ± 0.085052	0.639 ± 0.112653	0.791 ± 0.068524	0.879 ± 0.036485	0.900 ± 0.073242	0.895 ± 0.050401	0.689 ± 0.146285	0.923 ± 0.030679
roc_auc	0.908 ± 0.062366	0.829 ± 0.040604	0.11773 ± 0.023611	0.802 ± 0.053684	0.657 ± 0.081209	0.4171 ± 0.165519	0.696 ± 0.069230	0.676 ± 0.074338	0.814 ± 0.043775	0.882 ± 0.044590	0.903 ± 0.070849	0.899 ± 0.041672	0.739 ± 0.078785	0.918 ± 0.035855
