	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.745 ± 0.046578	0.775 ± 0.026974	0.16668 ± 0.013014	0.752 ± 0.029574	0.550 ± 0.053948	0.5364 ± 0.056426	0.553 ± 0.056471	0.551 ± 0.055043	0.797 ± 0.025085	0.756 ± 0.041272	0.729 ± 0.051267	0.829 ± 0.027255	0.750 ± 0.039284	0.800 ± 0.043913
precision_recall_auc	0.765 ± 0.046744	0.797 ± 0.028713	0.15945 ± 0.015079	0.777 ± 0.031285	0.595 ± 0.057427	0.5966 ± 0.256551	0.597 ± 0.058672	0.596 ± 0.058013	0.815 ± 0.024758	0.782 ± 0.036614	0.745 ± 0.053753	0.840 ± 0.026726	0.772 ± 0.031536	0.823 ± 0.033539
roc_auc	0.756 ± 0.043130	0.804 ± 0.032444	0.16226 ± 0.012658	0.784 ± 0.037393	0.607 ± 0.064888	0.6045 ± 0.282218	0.608 ± 0.061281	0.607 ± 0.062989	0.827 ± 0.039502	0.781 ± 0.030423	0.739 ± 0.053015	0.832 ± 0.024380	0.789 ± 0.057378	0.818 ± 0.030303
