	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.711 ± 0.060906	0.786 ± 0.044691	0.18458 ± 0.021483	0.772 ± 0.043065	0.571 ± 0.089383	0.5805 ± 0.081213	0.567 ± 0.086817	0.569 ± 0.088096	0.834 ± 0.042401	0.733 ± 0.049467	0.690 ± 0.066919	0.780 ± 0.043881	0.817 ± 0.045737	0.755 ± 0.061359
precision_recall_auc	0.684 ± 0.072479	0.752 ± 0.056354	0.19540 ± 0.027318	0.729 ± 0.062515	0.504 ± 0.112708	0.6028 ± 0.093963	0.515 ± 0.114966	0.509 ± 0.113017	0.788 ± 0.060250	0.726 ± 0.084529	0.664 ± 0.078659	0.758 ± 0.059874	0.744 ± 0.102104	0.759 ± 0.102874
roc_auc	0.699 ± 0.062565	0.776 ± 0.054114	0.19373 ± 0.025026	0.763 ± 0.047652	0.551 ± 0.108228	0.6021 ± 0.086184	0.551 ± 0.106542	0.551 ± 0.107343	0.822 ± 0.035384	0.728 ± 0.077087	0.679 ± 0.068539	0.765 ± 0.051927	0.806 ± 0.029280	0.745 ± 0.098660
