	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.772 ± 0.035496	0.808 ± 0.034035	0.16643 ± 0.013362	0.792 ± 0.035449	0.616 ± 0.068071	0.5190 ± 0.030135	0.614 ± 0.069480	0.615 ± 0.068747	0.839 ± 0.028036	0.775 ± 0.051617	0.759 ± 0.042117	0.805 ± 0.017253	0.811 ± 0.038845	0.805 ± 0.056894
precision_recall_auc	0.808 ± 0.050469	0.733 ± 0.048610	0.17521 ± 0.015128	0.697 ± 0.070250	0.465 ± 0.097220	0.5303 ± 0.038832	0.478 ± 0.089695	0.471 ± 0.092543	0.756 ± 0.056426	0.722 ± 0.054559	0.801 ± 0.053659	0.815 ± 0.043094	0.683 ± 0.111265	0.782 ± 0.059844
roc_auc	0.777 ± 0.035817	0.750 ± 0.043697	0.18047 ± 0.010423	0.725 ± 0.048613	0.501 ± 0.087395	0.5468 ± 0.022359	0.503 ± 0.087014	0.502 ± 0.087027	0.778 ± 0.045088	0.726 ± 0.052341	0.766 ± 0.040758	0.795 ± 0.022285	0.728 ± 0.066512	0.773 ± 0.056692
