	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.751, 0.916]	[0.646, 0.775]	[0.13143, 0.18810]	[0.611, 0.757]	[0.293, 0.551]	[0.4139, 0.5573]	[0.293, 0.547]	[0.293, 0.548]	[0.682, 0.810]	[0.611, 0.765]	[0.744, 0.914]	[0.783, 0.904]	[0.611, 0.778]	[0.636, 0.818]
precision_recall_auc	[0.728, 0.898]	[0.669, 0.848]	[0.13487, 0.18846]	[0.629, 0.833]	[0.338, 0.697]	[0.4250, 0.5644]	[0.343, 0.697]	[0.341, 0.697]	[0.696, 0.864]	[0.619, 0.833]	[0.721, 0.895]	[0.773, 0.904]	[0.611, 0.833]	[0.636, 0.864]
roc_auc	[0.775, 0.877]	[0.707, 0.798]	[0.14551, 0.19436]	[0.700, 0.778]	[0.414, 0.596]	[0.4481, 0.5799]	[0.414, 0.596]	[0.414, 0.596]	[0.762, 0.842]	[0.636, 0.778]	[0.766, 0.874]	[0.780, 0.874]	[0.722, 0.833]	[0.636, 0.818]
