	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.852 ± 0.043690	0.808 ± 0.053248	0.15175 ± 0.021776	0.788 ± 0.059640	0.615 ± 0.106495	0.5104 ± 0.081504	0.621 ± 0.109360	0.618 ± 0.107670	0.826 ± 0.051233	0.795 ± 0.070915	0.847 ± 0.045899	0.866 ± 0.038812	0.783 ± 0.071482	0.832 ± 0.064461
precision_recall_auc	0.836 ± 0.062506	0.838 ± 0.040684	0.14906 ± 0.021004	0.822 ± 0.045306	0.677 ± 0.081367	0.5229 ± 0.070494	0.679 ± 0.078770	0.678 ± 0.079956	0.856 ± 0.046099	0.823 ± 0.044004	0.826 ± 0.069936	0.864 ± 0.038667	0.822 ± 0.063072	0.855 ± 0.041770
roc_auc	0.841 ± 0.061548	0.829 ± 0.045654	0.14763 ± 0.019851	0.811 ± 0.051050	0.658 ± 0.091307	0.5169 ± 0.070016	0.661 ± 0.088279	0.659 ± 0.089648	0.852 ± 0.057108	0.809 ± 0.048815	0.832 ± 0.069015	0.868 ± 0.036284	0.817 ± 0.078785	0.841 ± 0.049097
