	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.900 ± 0.019324	0.863 ± 0.012268	0.11514 ± 0.007355	0.848 ± 0.013171	0.725 ± 0.024535	0.4071 ± 0.034886	0.729 ± 0.027983	0.727 ± 0.026146	0.871 ± 0.012321	0.859 ± 0.025048	0.897 ± 0.020528	0.894 ± 0.011196	0.839 ± 0.017568	0.886 ± 0.023957
precision_recall_auc	0.902 ± 0.026901	0.808 ± 0.060219	0.13070 ± 0.016927	0.777 ± 0.086220	0.616 ± 0.120438	0.4319 ± 0.058556	0.645 ± 0.088377	0.630 ± 0.103568	0.811 ± 0.068511	0.835 ± 0.048984	0.899 ± 0.028046	0.892 ± 0.020344	0.739 ± 0.131077	0.877 ± 0.048152
roc_auc	0.900 ± 0.025471	0.836 ± 0.031121	0.12981 ± 0.017398	0.812 ± 0.046244	0.671 ± 0.062242	0.4246 ± 0.065722	0.705 ± 0.044945	0.688 ± 0.049027	0.830 ± 0.046884	0.875 ± 0.057062	0.897 ± 0.026577	0.899 ± 0.022836	0.767 ± 0.093697	0.905 ± 0.050023
