	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.022742	0.835 ± 0.040610	0.10960 ± 0.017988	0.804 ± 0.053641	0.671 ± 0.081221	0.3611 ± 0.048138	0.764 ± 0.081095	0.716 ± 0.080294	0.795 ± 0.034523	0.969 ± 0.053946	0.910 ± 0.023389	0.882 ± 0.024047	0.689 ± 0.059720	0.982 ± 0.031782
precision_recall_auc	0.929 ± 0.017374	0.737 ± 0.033012	0.10080 ± 0.012130	0.641 ± 0.062737	0.473 ± 0.066025	0.3297 ± 0.030825	0.692 ± 0.032919	0.571 ± 0.050209	0.701 ± 0.027019	0.991 ± 0.028748	0.927 ± 0.017638	0.906 ± 0.029827	0.478 ± 0.070273	0.995 ± 0.014374
roc_auc	0.933 ± 0.013018	0.751 ± 0.054014	0.09720 ± 0.005310	0.662 ± 0.102196	0.501 ± 0.108028	0.3194 ± 0.016801	0.704 ± 0.050265	0.592 ± 0.085114	0.714 ± 0.043744	0.991 ± 0.028748	0.932 ± 0.013196	0.915 ± 0.022431	0.506 ± 0.109400	0.995 ± 0.014374
