	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.917 ± 0.014481	0.850 ± 0.033944	0.10517 ± 0.011630	0.827 ± 0.041890	0.701 ± 0.067887	0.3451 ± 0.029763	0.772 ± 0.078321	0.735 ± 0.072146	0.814 ± 0.026210	0.958 ± 0.058528	0.915 ± 0.014708	0.887 ± 0.024622	0.728 ± 0.040992	0.973 ± 0.038331
precision_recall_auc	0.929 ± 0.016347	0.773 ± 0.043410	0.10804 ± 0.015957	0.707 ± 0.070974	0.546 ± 0.086820	0.3433 ± 0.043467	0.711 ± 0.074684	0.623 ± 0.081532	0.733 ± 0.033892	0.978 ± 0.046221	0.928 ± 0.016576	0.909 ± 0.029324	0.556 ± 0.074074	0.991 ± 0.019165
roc_auc	0.930 ± 0.014877	0.751 ± 0.061835	0.10594 ± 0.015504	0.664 ± 0.111841	0.502 ± 0.123670	0.3382 ± 0.043931	0.693 ± 0.081467	0.588 ± 0.106034	0.715 ± 0.048773	0.978 ± 0.047799	0.928 ± 0.015150	0.911 ± 0.026806	0.511 ± 0.116534	0.991 ± 0.019165
