	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.887 ± 0.049960	0.833 ± 0.028071	0.13194 ± 0.024388	0.812 ± 0.032589	0.665 ± 0.056142	0.4369 ± 0.085754	0.679 ± 0.055103	0.672 ± 0.055351	0.834 ± 0.032865	0.845 ± 0.035394	0.883 ± 0.052329	0.874 ± 0.042507	0.783 ± 0.048644	0.882 ± 0.031782
precision_recall_auc	0.881 ± 0.047392	0.812 ± 0.048839	0.13635 ± 0.023485	0.783 ± 0.064987	0.624 ± 0.097678	0.4533 ± 0.079122	0.659 ± 0.083279	0.641 ± 0.089217	0.808 ± 0.056850	0.851 ± 0.059280	0.877 ± 0.050837	0.875 ± 0.039664	0.733 ± 0.104100	0.891 ± 0.057496
roc_auc	0.883 ± 0.039811	0.810 ± 0.052344	0.13527 ± 0.022134	0.784 ± 0.063532	0.621 ± 0.104688	0.4450 ± 0.070044	0.645 ± 0.105703	0.633 ± 0.104783	0.806 ± 0.046403	0.839 ± 0.069519	0.879 ± 0.041932	0.873 ± 0.035249	0.739 ± 0.074305	0.882 ± 0.057496
