	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.939 ± 0.007540	0.889 ± 0.025377	0.08919 ± 0.009519	0.876 ± 0.030268	0.778 ± 0.050754	0.3273 ± 0.018461	0.824 ± 0.054130	0.801 ± 0.050562	0.860 ± 0.027957	0.964 ± 0.050276	0.938 ± 0.007698	0.921 ± 0.012545	0.806 ± 0.047213	0.973 ± 0.038331
precision_recall_auc	0.915 ± 0.031182	0.767 ± 0.087505	0.11983 ± 0.024149	0.693 ± 0.144603	0.535 ± 0.175011	0.3993 ± 0.071001	0.678 ± 0.126141	0.599 ± 0.150126	0.738 ± 0.075543	0.939 ± 0.081160	0.913 ± 0.032043	0.897 ± 0.034544	0.567 ± 0.167283	0.968 ± 0.043122
roc_auc	0.921 ± 0.015083	0.793 ± 0.067306	0.11397 ± 0.012178	0.742 ± 0.107653	0.587 ± 0.134613	0.3872 ± 0.046027	0.689 ± 0.112962	0.635 ± 0.124069	0.763 ± 0.057152	0.927 ± 0.072751	0.919 ± 0.015587	0.908 ± 0.017504	0.628 ± 0.122977	0.959 ± 0.045201
