	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.013754	0.824 ± 0.030679	0.12833 ± 0.010321	0.803 ± 0.032897	0.648 ± 0.061359	0.4272 ± 0.039912	0.669 ± 0.074502	0.659 ± 0.067561	0.822 ± 0.021595	0.847 ± 0.065552	0.911 ± 0.014066	0.894 ± 0.019195	0.767 ± 0.035136	0.882 ± 0.061359
precision_recall_auc	0.920 ± 0.015914	0.836 ± 0.022475	0.12333 ± 0.009825	0.814 ± 0.024972	0.671 ± 0.044950	0.4243 ± 0.055910	0.696 ± 0.054211	0.683 ± 0.049266	0.826 ± 0.014980	0.870 ± 0.045715	0.919 ± 0.016238	0.900 ± 0.024635	0.767 ± 0.023424	0.905 ± 0.039800
roc_auc	0.918 ± 0.013635	0.825 ± 0.018140	0.12670 ± 0.009969	0.804 ± 0.019446	0.649 ± 0.036279	0.4314 ± 0.055538	0.664 ± 0.046900	0.657 ± 0.041309	0.825 ± 0.010396	0.839 ± 0.042352	0.917 ± 0.013844	0.897 ± 0.025482	0.772 ± 0.017568	0.877 ± 0.037421
