	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.877 ± 0.032879	0.850 ± 0.024576	0.13240 ± 0.009358	0.836 ± 0.027302	0.700 ± 0.049151	0.4697 ± 0.045521	0.699 ± 0.048409	0.699 ± 0.048733	0.875 ± 0.034272	0.823 ± 0.029298	0.871 ± 0.035911	0.888 ± 0.014638	0.850 ± 0.045737	0.850 ± 0.030679
precision_recall_auc	0.896 ± 0.035374	0.840 ± 0.020139	0.12869 ± 0.007328	0.825 ± 0.020552	0.680 ± 0.040278	0.4378 ± 0.031538	0.677 ± 0.041598	0.678 ± 0.040921	0.864 ± 0.014897	0.813 ± 0.030809	0.892 ± 0.039304	0.894 ± 0.019852	0.839 ± 0.017568	0.841 ± 0.032141
roc_auc	0.891 ± 0.040187	0.839 ± 0.026059	0.12951 ± 0.008450	0.824 ± 0.027470	0.679 ± 0.052118	0.4372 ± 0.032360	0.678 ± 0.054190	0.678 ± 0.053112	0.861 ± 0.021082	0.816 ± 0.038742	0.887 ± 0.043586	0.892 ± 0.021193	0.833 ± 0.026189	0.845 ± 0.038331
