	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.860 ± 0.052347	0.809 ± 0.055711	0.16211 ± 0.025148	0.767 ± 0.080247	0.618 ± 0.111422	0.5654 ± 0.129441	0.717 ± 0.106816	0.665 ± 0.108356	0.774 ± 0.047471	0.943 ± 0.069927	0.856 ± 0.055204	0.818 ± 0.065163	0.650 ± 0.090911	0.968 ± 0.037421
precision_recall_auc	0.889 ± 0.036847	0.801 ± 0.053482	0.14229 ± 0.026494	0.755 ± 0.076048	0.602 ± 0.106964	0.4733 ± 0.117295	0.707 ± 0.090556	0.652 ± 0.098341	0.765 ± 0.047750	0.942 ± 0.053317	0.886 ± 0.037469	0.860 ± 0.050057	0.633 ± 0.091475	0.968 ± 0.030679
roc_auc	0.895 ± 0.036000	0.835 ± 0.040144	0.13610 ± 0.020661	0.801 ± 0.058326	0.670 ± 0.080287	0.4426 ± 0.079014	0.774 ± 0.040852	0.720 ± 0.059880	0.795 ± 0.045744	0.979 ± 0.033155	0.892 ± 0.037084	0.874 ± 0.051091	0.683 ± 0.090911	0.986 ± 0.021957
