	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.778 ± 0.056181	0.720 ± 0.045117	0.19728 ± 0.026398	0.677 ± 0.066002	0.440 ± 0.090235	0.5986 ± 0.079822	0.459 ± 0.080680	0.449 ± 0.085061	0.736 ± 0.050239	0.723 ± 0.047681	0.771 ± 0.057566	0.730 ± 0.080742	0.644 ± 0.102104	0.795 ± 0.057695
precision_recall_auc	0.768 ± 0.065708	0.718 ± 0.043577	0.19444 ± 0.025674	0.670 ± 0.062479	0.436 ± 0.087154	0.6078 ± 0.080243	0.464 ± 0.092262	0.449 ± 0.088186	0.727 ± 0.042086	0.737 ± 0.068660	0.759 ± 0.069809	0.745 ± 0.063403	0.622 ± 0.089963	0.814 ± 0.062287
roc_auc	0.762 ± 0.056501	0.724 ± 0.021790	0.19627 ± 0.018272	0.681 ± 0.033452	0.448 ± 0.043580	0.6456 ± 0.117623	0.471 ± 0.044782	0.459 ± 0.041585	0.734 ± 0.026926	0.737 ± 0.043299	0.751 ± 0.064251	0.750 ± 0.031383	0.639 ± 0.065473	0.809 ± 0.051604
