	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.666, 0.819]	[0.674, 0.780]	[0.16084, 0.21963]	[0.649, 0.769]	[0.348, 0.561]	[0.5181, 1.0358]	[0.346, 0.556]	[0.347, 0.558]	[0.714, 0.842]	[0.625, 0.750]	[0.648, 0.814]	[0.737, 0.828]	[0.667, 0.833]	[0.591, 0.818]
precision_recall_auc	[0.686, 0.881]	[0.619, 0.826]	[0.13614, 0.21575]	[0.571, 0.811]	[0.237, 0.652]	[0.4346, 0.9900]	[0.240, 0.667]	[0.239, 0.649]	[0.652, 0.857]	[0.588, 0.867]	[0.655, 0.878]	[0.775, 0.899]	[0.556, 0.833]	[0.682, 0.909]
roc_auc	[0.701, 0.924]	[0.702, 0.821]	[0.12968, 0.20339]	[0.684, 0.800]	[0.404, 0.641]	[0.4001, 1.0532]	[0.400, 0.667]	[0.402, 0.649]	[0.750, 0.826]	[0.650, 0.867]	[0.671, 0.922]	[0.795, 0.927]	[0.667, 0.778]	[0.682, 0.909]
