	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.944 ± 0.014297	0.858 ± 0.045420	0.08992 ± 0.013877	0.839 ± 0.053368	0.716 ± 0.090840	0.3031 ± 0.027988	0.752 ± 0.097070	0.734 ± 0.091938	0.846 ± 0.052616	0.906 ± 0.080619	0.942 ± 0.014881	0.939 ± 0.017003	0.789 ± 0.081985	0.927 ± 0.064993
precision_recall_auc	0.958 ± 0.010636	0.805 ± 0.049258	0.08186 ± 0.010863	0.761 ± 0.069775	0.609 ± 0.098516	0.2802 ± 0.029174	0.707 ± 0.085255	0.655 ± 0.087755	0.773 ± 0.050160	0.934 ± 0.066275	0.957 ± 0.010837	0.949 ± 0.016226	0.650 ± 0.098166	0.959 ± 0.039800
roc_auc	0.951 ± 0.014395	0.791 ± 0.066508	0.08534 ± 0.014978	0.735 ± 0.108537	0.581 ± 0.133017	0.2878 ± 0.039976	0.697 ± 0.085165	0.635 ± 0.107745	0.763 ± 0.070187	0.934 ± 0.065833	0.950 ± 0.015003	0.946 ± 0.012997	0.622 ± 0.149989	0.959 ± 0.045201
