	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.823 ± 0.034577	0.777 ± 0.048132	0.15129 ± 0.017091	0.744 ± 0.057528	0.555 ± 0.096263	0.5139 ± 0.051402	0.576 ± 0.093877	0.565 ± 0.094871	0.779 ± 0.051189	0.797 ± 0.050199	0.813 ± 0.039911	0.844 ± 0.023810	0.700 ± 0.074994	0.855 ± 0.035855
precision_recall_auc	0.826 ± 0.035271	0.727 ± 0.036622	0.15602 ± 0.015578	0.664 ± 0.061016	0.454 ± 0.073245	0.5269 ± 0.049016	0.523 ± 0.070011	0.487 ± 0.067116	0.718 ± 0.036198	0.805 ± 0.060596	0.819 ± 0.038207	0.840 ± 0.026811	0.572 ± 0.087057	0.882 ± 0.048862
roc_auc	0.826 ± 0.036080	0.726 ± 0.057931	0.15668 ± 0.014693	0.652 ± 0.117632	0.452 ± 0.115862	0.5265 ± 0.046770	0.544 ± 0.098352	0.492 ± 0.096886	0.718 ± 0.052669	0.827 ± 0.097319	0.818 ± 0.039522	0.845 ± 0.021467	0.561 ± 0.142123	0.891 ± 0.064993
