	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.699 ± 0.078203	0.680 ± 0.060386	0.22416 ± 0.031130	0.682 ± 0.054624	0.361 ± 0.120772	0.7552 ± 0.108970	0.372 ± 0.121892	0.366 ± 0.121104	0.766 ± 0.070019	0.606 ± 0.061981	0.683 ± 0.083329	0.739 ± 0.058853	0.783 ± 0.071482	0.577 ± 0.093523
precision_recall_auc	0.754 ± 0.064241	0.711 ± 0.047051	0.20085 ± 0.022827	0.712 ± 0.045060	0.422 ± 0.094102	0.6754 ± 0.064081	0.437 ± 0.090983	0.429 ± 0.092119	0.807 ± 0.052038	0.630 ± 0.051326	0.743 ± 0.071628	0.780 ± 0.037122	0.822 ± 0.063072	0.600 ± 0.079600
roc_auc	0.773 ± 0.048346	0.718 ± 0.045932	0.19739 ± 0.016433	0.711 ± 0.044273	0.435 ± 0.091864	0.6956 ± 0.082861	0.444 ± 0.088937	0.440 ± 0.090115	0.796 ± 0.057952	0.648 ± 0.049508	0.763 ± 0.052926	0.799 ± 0.025174	0.794 ± 0.078785	0.641 ± 0.089509
