	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.810 ± 0.081938	0.766 ± 0.048578	0.16964 ± 0.032189	0.754 ± 0.045870	0.533 ± 0.097156	0.5606 ± 0.143525	0.538 ± 0.098622	0.535 ± 0.097460	0.822 ± 0.045269	0.716 ± 0.077772	0.800 ± 0.088342	0.835 ± 0.060935	0.806 ± 0.065473	0.727 ± 0.098193
precision_recall_auc	0.807 ± 0.050051	0.743 ± 0.048171	0.17053 ± 0.024240	0.721 ± 0.055773	0.485 ± 0.096341	0.5402 ± 0.099306	0.483 ± 0.094017	0.484 ± 0.095166	0.783 ± 0.056658	0.701 ± 0.041717	0.797 ± 0.057052	0.835 ± 0.037664	0.744 ± 0.079436	0.741 ± 0.037421
roc_auc	0.854 ± 0.023699	0.766 ± 0.040207	0.14745 ± 0.014406	0.747 ± 0.042724	0.531 ± 0.080414	0.4722 ± 0.079721	0.536 ± 0.084502	0.534 ± 0.082004	0.806 ± 0.048765	0.730 ± 0.065104	0.848 ± 0.026729	0.874 ± 0.023388	0.772 ± 0.076129	0.759 ± 0.080317
