	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.916 ± 0.050911	0.854 ± 0.030693	0.10854 ± 0.019819	0.837 ± 0.032665	0.708 ± 0.061387	0.3703 ± 0.063362	0.734 ± 0.081726	0.721 ± 0.071078	0.845 ± 0.016904	0.889 ± 0.076153	0.912 ± 0.058868	0.913 ± 0.025091	0.794 ± 0.026836	0.914 ± 0.065870
precision_recall_auc	0.915 ± 0.038128	0.771 ± 0.077643	0.12470 ± 0.025776	0.707 ± 0.127625	0.542 ± 0.155285	0.3929 ± 0.089535	0.650 ± 0.112104	0.591 ± 0.130692	0.752 ± 0.076558	0.898 ± 0.085266	0.913 ± 0.039370	0.909 ± 0.034378	0.606 ± 0.168610	0.936 ± 0.061359
roc_auc	0.919 ± 0.030143	0.771 ± 0.076401	0.12299 ± 0.024060	0.706 ± 0.137128	0.542 ± 0.152801	0.3878 ± 0.083283	0.656 ± 0.099759	0.592 ± 0.122230	0.751 ± 0.068990	0.905 ± 0.090798	0.916 ± 0.030970	0.914 ± 0.032683	0.606 ± 0.168610	0.936 ± 0.068434
