	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.893 ± 0.011618	0.838 ± 0.019886	0.12964 ± 0.008223	0.819 ± 0.022046	0.675 ± 0.039771	0.4153 ± 0.025767	0.689 ± 0.046710	0.682 ± 0.042932	0.837 ± 0.016334	0.852 ± 0.037998	0.891 ± 0.012278	0.880 ± 0.013670	0.789 ± 0.023424	0.886 ± 0.032141
precision_recall_auc	0.897 ± 0.014527	0.831 ± 0.016961	0.12970 ± 0.012017	0.812 ± 0.018994	0.662 ± 0.033922	0.4086 ± 0.037176	0.671 ± 0.040852	0.667 ± 0.037040	0.835 ± 0.015710	0.836 ± 0.034277	0.895 ± 0.014537	0.885 ± 0.020725	0.789 ± 0.023424	0.873 ± 0.028748
roc_auc	0.890 ± 0.018242	0.836 ± 0.020721	0.13218 ± 0.013038	0.817 ± 0.023261	0.672 ± 0.041443	0.4227 ± 0.037835	0.682 ± 0.047105	0.677 ± 0.043943	0.839 ± 0.018704	0.842 ± 0.036767	0.888 ± 0.018854	0.877 ± 0.023540	0.794 ± 0.026836	0.877 ± 0.030679
