	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.924 ± 0.016618	0.869 ± 0.019342	0.10125 ± 0.010583	0.850 ± 0.023550	0.737 ± 0.038684	0.3566 ± 0.031424	0.805 ± 0.049592	0.770 ± 0.042814	0.831 ± 0.016104	0.974 ± 0.045030	0.922 ± 0.016916	0.896 ± 0.022317	0.756 ± 0.028689	0.982 ± 0.031782
precision_recall_auc	0.924 ± 0.033307	0.820 ± 0.075731	0.10670 ± 0.027372	0.778 ± 0.105968	0.639 ± 0.151463	0.3559 ± 0.084099	0.742 ± 0.122565	0.688 ± 0.134652	0.787 ± 0.075028	0.955 ± 0.078517	0.923 ± 0.034290	0.906 ± 0.033412	0.667 ± 0.141033	0.973 ± 0.043913
roc_auc	0.923 ± 0.033511	0.806 ± 0.058534	0.11083 ± 0.026963	0.765 ± 0.080243	0.612 ± 0.117068	0.3623 ± 0.084689	0.700 ± 0.111241	0.653 ± 0.109280	0.780 ± 0.058758	0.919 ± 0.090753	0.921 ± 0.034489	0.906 ± 0.035128	0.667 ± 0.114156	0.945 ± 0.063564
