	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.942 ± 0.011862	0.884 ± 0.022015	0.09104 ± 0.013946	0.870 ± 0.025763	0.768 ± 0.044029	0.3264 ± 0.029831	0.792 ± 0.041197	0.780 ± 0.042351	0.867 ± 0.023659	0.925 ± 0.024720	0.941 ± 0.012056	0.922 ± 0.014236	0.822 ± 0.035136	0.945 ± 0.019165
precision_recall_auc	0.933 ± 0.021779	0.865 ± 0.037570	0.09750 ± 0.017029	0.847 ± 0.048734	0.731 ± 0.075140	0.3443 ± 0.049087	0.763 ± 0.056822	0.747 ± 0.065543	0.850 ± 0.046040	0.912 ± 0.035213	0.932 ± 0.022536	0.915 ± 0.027354	0.794 ± 0.078785	0.936 ± 0.031782
roc_auc	0.935 ± 0.025189	0.875 ± 0.022499	0.09653 ± 0.019283	0.861 ± 0.025684	0.751 ± 0.044997	0.3448 ± 0.053259	0.769 ± 0.048122	0.760 ± 0.046055	0.869 ± 0.026025	0.900 ± 0.045239	0.934 ± 0.026045	0.915 ± 0.029232	0.828 ± 0.040992	0.923 ± 0.043122
