	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.928 ± 0.018874	0.855 ± 0.016634	0.10672 ± 0.010145	0.839 ± 0.018801	0.710 ± 0.033268	0.3786 ± 0.028633	0.716 ± 0.034908	0.713 ± 0.033865	0.863 ± 0.020508	0.853 ± 0.031212	0.926 ± 0.019914	0.911 ± 0.014037	0.828 ± 0.031536	0.882 ± 0.031782
precision_recall_auc	0.922 ± 0.019229	0.839 ± 0.048112	0.11274 ± 0.011627	0.819 ± 0.058525	0.677 ± 0.096224	0.3885 ± 0.033623	0.686 ± 0.090836	0.681 ± 0.093498	0.845 ± 0.050057	0.841 ± 0.045470	0.920 ± 0.020318	0.908 ± 0.014679	0.800 ± 0.074994	0.877 ± 0.030679
roc_auc	0.922 ± 0.021861	0.855 ± 0.020169	0.11087 ± 0.010653	0.840 ± 0.022054	0.711 ± 0.040337	0.3898 ± 0.029854	0.714 ± 0.042671	0.712 ± 0.041398	0.866 ± 0.018976	0.848 ± 0.032357	0.920 ± 0.022953	0.908 ± 0.016411	0.833 ± 0.026189	0.877 ± 0.030679
