	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.715 ± 0.036248	0.736 ± 0.053198	0.21359 ± 0.017401	0.698 ± 0.067259	0.471 ± 0.106395	0.7035 ± 0.113864	0.485 ± 0.104862	0.478 ± 0.105534	0.749 ± 0.049581	0.737 ± 0.061817	0.700 ± 0.040657	0.718 ± 0.043156	0.667 ± 0.082817	0.805 ± 0.052705
precision_recall_auc	0.746 ± 0.040323	0.712 ± 0.048973	0.20417 ± 0.019626	0.663 ± 0.063900	0.425 ± 0.097946	0.7458 ± 0.146991	0.451 ± 0.100768	0.438 ± 0.098871	0.720 ± 0.042415	0.731 ± 0.066572	0.733 ± 0.044036	0.747 ± 0.049585	0.611 ± 0.078567	0.814 ± 0.058486
roc_auc	0.743 ± 0.056497	0.737 ± 0.047079	0.19959 ± 0.025283	0.701 ± 0.061224	0.473 ± 0.094157	0.7415 ± 0.147998	0.489 ± 0.092513	0.481 ± 0.092312	0.755 ± 0.054558	0.734 ± 0.058790	0.726 ± 0.064958	0.762 ± 0.057857	0.678 ± 0.097288	0.795 ± 0.057695
