	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.874, 0.945]	[0.826, 0.899]	[0.09756, 0.13257]	[0.811, 0.889]	[0.652, 0.798]	[0.3453, 0.4750]	[0.647, 0.798]	[0.649, 0.798]	[0.857, 0.909]	[0.789, 0.889]	[0.869, 0.944]	[0.856, 0.929]	[0.833, 0.889]	[0.818, 0.909]
precision_recall_auc	[0.886, 0.933]	[0.677, 0.871]	[0.10437, 0.14383]	[0.571, 0.857]	[0.354, 0.742]	[0.3446, 0.4677]	[0.467, 0.752]	[0.406, 0.747]	[0.667, 0.870]	[0.769, 0.917]	[0.883, 0.932]	[0.881, 0.919]	[0.444, 0.833]	[0.818, 0.955]
roc_auc	[0.823, 0.931]	[0.699, 0.871]	[0.11043, 0.16365]	[0.593, 0.857]	[0.399, 0.742]	[0.3485, 0.5515]	[0.546, 0.752]	[0.475, 0.747]	[0.677, 0.870]	[0.737, 0.929]	[0.815, 0.929]	[0.848, 0.924]	[0.444, 0.833]	[0.773, 0.955]
