	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.943 ± 0.009588	0.886 ± 0.040475	0.09183 ± 0.013353	0.873 ± 0.046690	0.771 ± 0.080950	0.3248 ± 0.035377	0.806 ± 0.089466	0.788 ± 0.084070	0.865 ± 0.034479	0.941 ± 0.071730	0.942 ± 0.009871	0.925 ± 0.011306	0.817 ± 0.052705	0.955 ± 0.056692
precision_recall_auc	0.920 ± 0.017709	0.776 ± 0.051955	0.12186 ± 0.016849	0.724 ± 0.081783	0.552 ± 0.103909	0.3870 ± 0.050399	0.638 ± 0.086205	0.592 ± 0.088585	0.760 ± 0.061101	0.877 ± 0.082833	0.918 ± 0.018029	0.903 ± 0.026136	0.633 ± 0.134052	0.918 ± 0.067079
roc_auc	0.910 ± 0.024903	0.810 ± 0.057066	0.12833 ± 0.021483	0.779 ± 0.081816	0.620 ± 0.114132	0.4038 ± 0.063757	0.655 ± 0.087647	0.637 ± 0.099701	0.808 ± 0.061056	0.847 ± 0.062565	0.907 ± 0.025712	0.906 ± 0.024164	0.733 ± 0.122278	0.886 ± 0.065169
