	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.922 ± 0.010137	0.848 ± 0.017817	0.10669 ± 0.006597	0.829 ± 0.022333	0.697 ± 0.035633	0.3517 ± 0.018875	0.720 ± 0.027580	0.708 ± 0.031024	0.838 ± 0.024630	0.882 ± 0.017155	0.921 ± 0.010350	0.899 ± 0.016980	0.783 ± 0.040992	0.914 ± 0.014374
precision_recall_auc	0.907 ± 0.019273	0.826 ± 0.052118	0.12008 ± 0.013794	0.790 ± 0.074829	0.653 ± 0.104236	0.3834 ± 0.038700	0.739 ± 0.063852	0.694 ± 0.083017	0.796 ± 0.061184	0.943 ± 0.042745	0.905 ± 0.019853	0.895 ± 0.026411	0.689 ± 0.117706	0.964 ± 0.028748
roc_auc	0.914 ± 0.025685	0.784 ± 0.053040	0.11909 ± 0.019348	0.734 ± 0.085028	0.569 ± 0.106079	0.3767 ± 0.054717	0.659 ± 0.095381	0.612 ± 0.097880	0.759 ± 0.048764	0.901 ± 0.072800	0.912 ± 0.026364	0.908 ± 0.034813	0.628 ± 0.108139	0.941 ± 0.043122
