	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.927, 0.959]	[0.843, 0.944]	[0.07176, 0.10342]	[0.824, 0.941]	[0.687, 0.889]	[0.2787, 0.3775]	[0.708, 0.917]	[0.698, 0.903]	[0.833, 0.917]	[0.875, 1.000]	[0.926, 0.958]	[0.904, 0.944]	[0.778, 0.889]	[0.909, 1.000]
precision_recall_auc	[0.830, 0.953]	[0.811, 0.894]	[0.08561, 0.16344]	[0.774, 0.882]	[0.621, 0.788]	[0.2814, 0.5414]	[0.667, 0.846]	[0.649, 0.811]	[0.778, 0.875]	[0.867, 1.000]	[0.825, 0.952]	[0.841, 0.947]	[0.667, 0.833]	[0.909, 1.000]
roc_auc	[0.832, 0.953]	[0.793, 0.894]	[0.09148, 0.15409]	[0.765, 0.882]	[0.586, 0.788]	[0.2943, 0.5029]	[0.604, 0.812]	[0.595, 0.800]	[0.778, 0.875]	[0.812, 0.938]	[0.818, 0.952]	[0.856, 0.947]	[0.667, 0.833]	[0.864, 0.955]
