	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.933 ± 0.022176	0.888 ± 0.018373	0.10703 ± 0.009701	0.875 ± 0.021321	0.776 ± 0.036745	0.3917 ± 0.057406	0.811 ± 0.051519	0.793 ± 0.043120	0.865 ± 0.015084	0.946 ± 0.051768	0.932 ± 0.023382	0.915 ± 0.021958	0.817 ± 0.026836	0.959 ± 0.039800
precision_recall_auc	0.944 ± 0.010421	0.897 ± 0.022530	0.10540 ± 0.007611	0.886 ± 0.026172	0.795 ± 0.045060	0.3733 ± 0.036409	0.834 ± 0.053652	0.814 ± 0.048067	0.870 ± 0.021428	0.964 ± 0.050014	0.943 ± 0.010569	0.926 ± 0.019553	0.822 ± 0.035136	0.973 ± 0.038331
roc_auc	0.937 ± 0.009966	0.869 ± 0.032444	0.11108 ± 0.008881	0.854 ± 0.036903	0.738 ± 0.064888	0.3856 ± 0.038317	0.760 ± 0.074547	0.749 ± 0.069481	0.857 ± 0.022551	0.903 ± 0.055943	0.936 ± 0.010314	0.922 ± 0.018019	0.811 ± 0.028689	0.927 ± 0.043913
