	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.764, 0.843]	[0.669, 0.871]	[0.15246, 0.19909]	[0.629, 0.857]	[0.338, 0.742]	[0.4820, 0.6092]	[0.343, 0.752]	[0.341, 0.747]	[0.696, 0.870]	[0.647, 0.882]	[0.753, 0.838]	[0.753, 0.866]	[0.611, 0.833]	[0.682, 0.909]
precision_recall_auc	[0.756, 0.859]	[0.669, 0.854]	[0.14333, 0.18249]	[0.600, 0.842]	[0.338, 0.707]	[0.4588, 0.5634]	[0.343, 0.700]	[0.341, 0.704]	[0.679, 0.900]	[0.647, 0.867]	[0.764, 0.854]	[0.774, 0.876]	[0.500, 0.889]	[0.727, 0.909]
roc_auc	[0.775, 0.859]	[0.669, 0.854]	[0.14579, 0.18016]	[0.629, 0.842]	[0.338, 0.707]	[0.4603, 0.5625]	[0.343, 0.701]	[0.341, 0.704]	[0.696, 0.900]	[0.647, 0.923]	[0.760, 0.854]	[0.801, 0.869]	[0.611, 0.889]	[0.727, 0.955]
