	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.863, 0.932]	[0.798, 0.848]	[0.12325, 0.15009]	[0.778, 0.833]	[0.596, 0.697]	[0.3937, 0.4650]	[0.596, 0.697]	[0.596, 0.697]	[0.818, 0.864]	[0.778, 0.833]	[0.859, 0.931]	[0.862, 0.907]	[0.778, 0.833]	[0.818, 0.864]
precision_recall_auc	[0.835, 0.908]	[0.775, 0.876]	[0.12106, 0.15063]	[0.757, 0.865]	[0.551, 0.753]	[0.3844, 0.4867]	[0.546, 0.747]	[0.548, 0.750]	[0.810, 0.905]	[0.737, 0.842]	[0.840, 0.906]	[0.861, 0.907]	[0.778, 0.889]	[0.773, 0.864]
roc_auc	[0.847, 0.911]	[0.798, 0.826]	[0.11928, 0.15004]	[0.778, 0.811]	[0.596, 0.652]	[0.3802, 0.4599]	[0.596, 0.650]	[0.596, 0.649]	[0.818, 0.857]	[0.750, 0.824]	[0.842, 0.908]	[0.859, 0.912]	[0.778, 0.833]	[0.773, 0.864]
