	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.757 ± 0.060048	0.683 ± 0.033633	0.20953 ± 0.027640	0.631 ± 0.050614	0.366 ± 0.067266	0.8224 ± 0.392062	0.385 ± 0.063966	0.375 ± 0.064827	0.700 ± 0.033932	0.685 ± 0.041088	0.747 ± 0.067472	0.743 ± 0.038575	0.589 ± 0.074994	0.777 ± 0.045201
precision_recall_auc	0.779 ± 0.027306	0.694 ± 0.036591	0.20933 ± 0.017418	0.639 ± 0.048533	0.388 ± 0.073181	0.8927 ± 0.199417	0.418 ± 0.085528	0.402 ± 0.078364	0.703 ± 0.029892	0.715 ± 0.066556	0.773 ± 0.028330	0.742 ± 0.026162	0.583 ± 0.065473	0.805 ± 0.064461
roc_auc	0.783 ± 0.024421	0.690 ± 0.041118	0.20454 ± 0.016488	0.630 ± 0.055145	0.380 ± 0.082235	0.7821 ± 0.102444	0.416 ± 0.089789	0.397 ± 0.084713	0.698 ± 0.038883	0.717 ± 0.064710	0.777 ± 0.025153	0.763 ± 0.040207	0.567 ± 0.077690	0.814 ± 0.058486
