	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.767 ± 0.055511	0.702 ± 0.053194	0.19879 ± 0.025083	0.671 ± 0.057972	0.403 ± 0.106389	0.6057 ± 0.075643	0.407 ± 0.111160	0.405 ± 0.108666	0.730 ± 0.046642	0.677 ± 0.070679	0.759 ± 0.058233	0.767 ± 0.047490	0.667 ± 0.064150	0.736 ± 0.070418
precision_recall_auc	0.788 ± 0.051518	0.702 ± 0.054121	0.19282 ± 0.025796	0.655 ± 0.075904	0.404 ± 0.108243	0.5899 ± 0.078365	0.426 ± 0.105039	0.415 ± 0.105919	0.720 ± 0.049522	0.707 ± 0.072280	0.781 ± 0.053956	0.782 ± 0.044922	0.622 ± 0.107344	0.782 ± 0.087827
roc_auc	0.798 ± 0.054185	0.706 ± 0.064757	0.19079 ± 0.031130	0.657 ± 0.093306	0.412 ± 0.129514	0.5863 ± 0.092467	0.434 ± 0.129512	0.422 ± 0.129362	0.720 ± 0.054982	0.713 ± 0.082765	0.792 ± 0.055736	0.786 ± 0.062386	0.617 ± 0.112491	0.795 ± 0.077997
