	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.830 ± 0.032226	0.741 ± 0.037929	0.17832 ± 0.020796	0.713 ± 0.043910	0.483 ± 0.075859	0.5668 ± 0.108571	0.486 ± 0.075286	0.484 ± 0.075539	0.764 ± 0.037293	0.722 ± 0.040971	0.826 ± 0.032934	0.795 ± 0.045765	0.706 ± 0.052705	0.777 ± 0.033539
precision_recall_auc	0.816 ± 0.011489	0.732 ± 0.028071	0.18975 ± 0.010624	0.697 ± 0.034672	0.463 ± 0.056142	0.6672 ± 0.126538	0.473 ± 0.054728	0.468 ± 0.055250	0.748 ± 0.028723	0.725 ± 0.032367	0.811 ± 0.011330	0.779 ± 0.030332	0.672 ± 0.048644	0.791 ± 0.031782
roc_auc	0.816 ± 0.037612	0.738 ± 0.026190	0.19344 ± 0.026182	0.707 ± 0.035343	0.476 ± 0.052381	0.6608 ± 0.180948	0.482 ± 0.047579	0.479 ± 0.049851	0.759 ± 0.033541	0.723 ± 0.023905	0.812 ± 0.038908	0.785 ± 0.042928	0.694 ± 0.060007	0.782 ± 0.028748
