	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.761 ± 0.034323	0.732 ± 0.043093	0.20302 ± 0.020369	0.697 ± 0.056458	0.464 ± 0.086186	0.7867 ± 0.155036	0.472 ± 0.078969	0.468 ± 0.082544	0.752 ± 0.049009	0.720 ± 0.033570	0.753 ± 0.035613	0.759 ± 0.048032	0.678 ± 0.081985	0.786 ± 0.021957
precision_recall_auc	0.778 ± 0.048284	0.725 ± 0.040517	0.20463 ± 0.032428	0.684 ± 0.056321	0.450 ± 0.081034	0.8726 ± 0.281227	0.466 ± 0.073898	0.458 ± 0.077077	0.739 ± 0.044020	0.727 ± 0.040305	0.770 ± 0.050762	0.776 ± 0.058815	0.650 ± 0.083024	0.800 ± 0.038331
roc_auc	0.775 ± 0.041507	0.731 ± 0.050800	0.20941 ± 0.037030	0.692 ± 0.067180	0.461 ± 0.101599	0.8917 ± 0.344730	0.474 ± 0.096539	0.467 ± 0.099048	0.745 ± 0.052156	0.728 ± 0.049310	0.767 ± 0.042832	0.767 ± 0.060631	0.661 ± 0.088618	0.800 ± 0.031782
