	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.782, 0.891]	[0.669, 0.775]	[0.13908, 0.21380]	[0.629, 0.757]	[0.338, 0.551]	[0.4221, 0.8157]	[0.343, 0.547]	[0.341, 0.548]	[0.696, 0.810]	[0.647, 0.765]	[0.777, 0.888]	[0.730, 0.889]	[0.611, 0.778]	[0.727, 0.818]
precision_recall_auc	[0.798, 0.833]	[0.669, 0.770]	[0.17370, 0.20680]	[0.629, 0.743]	[0.338, 0.540]	[0.5540, 0.9724]	[0.343, 0.547]	[0.341, 0.544]	[0.696, 0.783]	[0.647, 0.765]	[0.794, 0.829]	[0.732, 0.816]	[0.611, 0.722]	[0.727, 0.818]
roc_auc	[0.760, 0.884]	[0.692, 0.775]	[0.14650, 0.25139]	[0.647, 0.757]	[0.384, 0.551]	[0.4443, 1.1382]	[0.396, 0.547]	[0.390, 0.548]	[0.708, 0.810]	[0.688, 0.765]	[0.752, 0.881]	[0.730, 0.871]	[0.611, 0.778]	[0.727, 0.818]
