	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.927 ± 0.034807	0.850 ± 0.042457	0.10263 ± 0.025577	0.827 ± 0.051148	0.701 ± 0.084914	0.3517 ± 0.092822	0.772 ± 0.100696	0.735 ± 0.092265	0.813 ± 0.029929	0.959 ± 0.073293	0.926 ± 0.035870	0.910 ± 0.038607	0.728 ± 0.040992	0.973 ± 0.048862
precision_recall_auc	0.926 ± 0.019130	0.770 ± 0.048886	0.10571 ± 0.013585	0.698 ± 0.080899	0.540 ± 0.097772	0.3358 ± 0.034853	0.721 ± 0.053207	0.623 ± 0.077452	0.730 ± 0.043472	0.991 ± 0.028748	0.925 ± 0.019580	0.914 ± 0.025168	0.544 ± 0.097288	0.995 ± 0.014374
roc_auc	0.926 ± 0.015970	0.778 ± 0.043099	0.10844 ± 0.013032	0.713 ± 0.070286	0.557 ± 0.086198	0.3406 ± 0.031655	0.728 ± 0.050192	0.636 ± 0.069258	0.737 ± 0.037963	0.991 ± 0.028748	0.924 ± 0.016330	0.914 ± 0.022221	0.561 ± 0.084660	0.995 ± 0.014374
