,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,2724
PFL0630w_2120,997
PFL0800c_2443,727
mal_mito_2.iso1.exon1.amp1_1466,344
PFL0300c_1466,279
PFL2430c_484,216
PFL0065w_4711,130
PFI1420w_169,110
PFE1230c_4387,110
PFI1510w_2753,95
PFI1015w_3406,71
PFL1550w_501,68
PF3D7_1474200.iso1.exon1.amp2_2508,60
PFE0360c_827,55
mal_mito_1.iso1.exon1.amp1_3777,40
PFI1105w_3411,39
PFE0265c_4373,35
PFC10_API0037.iso1.exon1.amp1_3198,32
PFE0520c_3401,30
PFC10_API0040.iso1.exon1.amp1_887,30
PFD0711c_2o2_4567,26
PFI0460w_1143,21
PFL0210c_2437,20
PFE1195w_3427,20
PF3D7_1474400.iso1.exon11.amp1_4212,20
PF3D7_1474300.iso1.exon2.amp1_1611,19
PFC10_API0030.iso1.exon1.amp1_3489,18
PFI0645w_4388,17
PFI0570w_1477,14
PFC0450w_5035,14
PF3D7_1478500.3o3_1010,14
PF3D7_1477900.2o3_1111,14
PFL2215w_4059,13
PFI0145w_1465,13
PFD0880w_2769,13
PF3D7_1477900.e3_4415,13
PF3D7_1476200.2o2_4237,13
PFE0225w_819,12
PFC10_API0028.iso1.exon1.amp1_4355,12
PF3D7_1470500.5o6_2722,12
PFE1495w_1o1_1645,11
PFE0605c_2434,11
PFD0325w_2767,11
PFC10_API0038.iso1.exon1.amp1_4356,11
PF3D7_1471200.3o6_4002,11
PF3D7_1465500.iso1.exon1.amp2_179,11
PF3D7_1373500.iso1.exon1.amp1_2457,11
PFD0425w_2780,10
PFC10_API0018.iso1.exon1.amp1_2911,10
PF3D7_1475600.1o1_2067,10
PF3D7_1472300.2o9_1380,10
PF3D7_1471300.1o5_3995,10
PFC10_API0013.iso1.exon1.amp1_2909,9
PFB0490c_2762,9
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,9
PF3D7_1473100.e2s1_4136,9
PFI1520w_1790,8
PFE0885w_814,8
PFD0175c_1o1_4239,8
PFC0555c_823,8
PFC0365w_5020,8
PF3D7_1478700.4o4_351,8
PF3D7_1476800.1o1_2017,8
PFC0330w_166,7
PF3D7_1478400.3o3_405,7
PF3D7_1477400.2o2_1343,7
PF3D7_1477300.iso1.exon2.amp1_3285,7
PF3D7_1476700.iso1.exon1.amp1_124,7
PF3D7_1474200.iso1.exon1.amp4_3086,7
PF3D7_1471100.e2s1_4111,7
PFA0370w_3415,6
PF3D7_1478200.1o1_2299,6
PF3D7_1474200.iso1.exon1.amp5_1896,6
PF3D7_1471900.iso1.exon1.amp1_1951,6
PF3D7_1468100.e2s2_1156,6
PFC10_API0042.iso1.exon1.amp1_20,5
PFC10_API0041.iso1.exon1.amp1_3488,5
PFC10_API0027.iso1.exon1.amp1_309,5
PF3D7_1479900.iso1.exon2.amp1_2142,5
PF3D7_1479700.iso1.exon2.amp1_4180,5
PF3D7_1479100.iso1.exon1.amp1_3584,5
PF3D7_1478600.iso1.exon2.amp2_2488,5
PF3D7_1476600.2o2_1110,5
PF3D7_1475500.e1s1_2881,5
PF3D7_1474400.iso1.exon8.amp1_2689,5
PF3D7_1473300.iso1.exon1.amp1_1288,5
PF3D7_1471200.1o6_4326,5
PF3D7_1464500.iso1.exon1.amp1_seg2_2304,5
PF3D7_1462400.e1s2_1268,5
PFE0795c_494,4
PF3D7_1479600.iso1.exon2.amp1_139,4
PF3D7_1478000.2o2_4603,4
PF3D7_1477900.e2_850,4
PF3D7_1477900.e1_3442,4
PF3D7_1477600.2o3_797,4
PF3D7_1477200.2o2_2953,4
PF3D7_1477000.1o1_4308,4
PF3D7_1476600.e2_172,4
PF3D7_1476200.1o1_4286,4
PF3D7_1475400.e3s4_1159,4
PF3D7_1474700.iso1.exon3.amp1_3912,4
PF3D7_1474600.4o5_1047,4
PF3D7_1473700.iso1.exon1.amp2_768,4
PF3D7_1473000.1o1_4886,4
PF3D7_1470100.e1s2_1578,4
PF3D7_1469600.e1s4_4398,4
PF3D7_1469600.e1s2_839,4
PF3D7_1459800.1o4_3952,4
PF3D7_1459600.iso1.exon2.amp1_2130,4
PF3D7_1457900.e1s2_5165,4
PF3D7_1455600.iso1.exon1.amp1_2565,4
PF3D7_1438800.2o4_4658,4
PF3D7_1366900.e2s1_4096,4
PFL0110c_2444,3
PFE0565w_4707,3
PFD0310w_3739,3
PFC10_API0059.iso1.exon1.amp1_short_1180,3
PFC10_API0032.iso1.exon1.amp1_1175,3
PFC10_API0029.iso1.exon1.amp1_308,3
PFC10_API0020.iso1.exon1.amp1_598,3
PFC10_API0014.iso1.exon1.amp1_short_1174,3
PFC0700c_2438,3
PFB0795w_4702,3
PFB0690w_4058,3
PF3D7_1477900.1o3_4022,3
PF3D7_1477600.1o3_1121,3
PF3D7_1477000.3o3_1390,3
PF3D7_1476300.2o2_440,3
PF3D7_1475800.2o2_1359,3
PF3D7_1473500.1o1_762,3
PF3D7_1472500.iso1.exon3.amp1_1817,3
PF3D7_1472100.1o6_3935,3
PF3D7_1471700.iso1.exon1.amp1_2187,3
PF3D7_1471400.e2s1_5111,3
PF3D7_1471200.5o6_1091,3
PF3D7_1471000.1o1_2032,3
PF3D7_1469200.1o1_3306,3
PF3D7_1468400.1o1_2724,3
PF3D7_1468000.e11_3760,3
PF3D7_1467100.iso1.exon1.amp1_1881,3
PF3D7_1466200.e1s1_3850,3
PF3D7_1465800.e3s1_2535,3
PF3D7_1461900.e1s2_5117,3
PF3D7_1459600.iso1.exon1.amp1_3337,3
PF3D7_1454900.1o1_3916,3
PF3D7_1452900.e3s1_1537,3
PF3D7_1449400.e2s2_4093,3
PF3D7_1447800.e1s2_2899,3
PF3D7_1443900.1o1_4032,3
PFD0660w_3734,2
PFC10_API0036.iso1.exon1.amp1_1753,2
PFB0320c_1789,2
PFA0350c_4054,2
PFA0270c_1142,2
PF3D7_1479800.iso1.exon2.amp1_4468,2
PF3D7_1479500.iso1.exon2.amp1_3581,2
PF3D7_1478800.2o2_3283,2
PF3D7_1477900.3o3_787,2
PF3D7_1477500.2o2_743,2
PF3D7_1476500.2o2_1031,2
PF3D7_1476400.2o2_3311,2
PF3D7_1475800.e1_521,2
PF3D7_1475500.e1s2_4831,2
PF3D7_1475400.e3s2_1807,2
PF3D7_1475400.e2s3_2131,2
PF3D7_1474800.e3s1_1536,2
PF3D7_1473400.1o1_3382,2
PF3D7_1470900.iso1.exon1.amp1_1529,2
PF3D7_1470800.iso1.exon2.amp2_4265,2
PF3D7_1470500.6o6_3688,2
PF3D7_1468900.1o1_3046,2
PF3D7_1466400.e1s1_288,2
PF3D7_1466300.e1s2_529,2
PF3D7_1466200.e1s2_3526,2
PF3D7_1465300.e1_4741,2
PF3D7_1465300.1o6_4020,2
PF3D7_1462600.1o2_3993,2
PF3D7_1462400.e1s1_4179,2
PF3D7_1462300.e1s2_1573,2
PF3D7_1457900.e1s4_4190,2
PF3D7_1457900.e1s1_2894,2
PF3D7_1457300.e1s1_596,2
PF3D7_1456800.1o1_4017,2
PF3D7_1456400.iso1.exon1.amp1_2473,2
PF3D7_1454200.s1_1814,2
PF3D7_1451800.1o4_1114,2
PF3D7_1450400.iso1.exon1.amp1_3403,2
PF3D7_1449500.iso1.exon2.amp1_2750,2
PF3D7_1448500.e1s1_940,2
PF3D7_1448400.2o2_449,2
PF3D7_1442700.e2s3_290,2
PF3D7_1442400.e1s1_2871,2
PF3D7_1438800.1o4_4016,2
PF3D7_1437400.1o1_1105,2
PF3D7_1433200.iso1.exon1.amp1_534,2
PF3D7_1428700.1o1_1372,2
PF3D7_1424400.e3_4734,2
PF3D7_1422700.e1s1_2539,2
PF3D7_1419200.e1s1_582,2
PF3D7_1414700.s1_848,2
PF3D7_1349300.iso1.exon1.amp2_478,2
PF3D7_1346000.e2s1_2806,2
PF3D7_1343400.iso1.exon3.amp1_4541,2
PF3D7_1336800.1o1_2991,2
PF3D7_1329500.iso1.exon1.amp2_3671,2
PF3D7_1322700.1o1_1025,2
PF3D7_1227300.e1s2_4153,2
PFE1590w_2119,1
PFC10_API0012.iso1.exon1.amp1_short_596,1
PFC0210c_2763,1
PFB0300c_4064,1
