,# correlated features
mal_mito_1.iso1.exon1.amp1_3777,502
mal_mito_3.iso1.exon1.amp1_4066,369
mal_mito_2.iso1.exon1.amp1_1466,175
PFC10_API0029.iso1.exon1.amp1_308,114
PF3D7_1474400.iso1.exon11.amp1_4212,113
PFC10_API0030.iso1.exon1.amp1_3489,107
PFC10_API0018.iso1.exon1.amp1_2911,98
PFC10_API0036.iso1.exon1.amp1_1753,90
PF3D7_1477800.iso1.exon1.amp1_2398,86
PFC10_API0038.iso1.exon1.amp1_4356,85
PFE0520c_3401,79
PFE0605c_2434,72
PFC10_API0059.iso1.exon1.amp1_short_1180,55
PFE0360c_827,54
PFB0320c_1789,52
PF3D7_1477900.e2_850,46
PFL0630w_2120,45
PF3D7_1474400.iso1.exon4.amp1_938,43
PFC10_API0032.iso1.exon1.amp1_1175,42
PFC10_API0040.iso1.exon1.amp1_887,40
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,37
PFC10_API0027.iso1.exon1.amp1_309,36
PFB0795w_4702,36
PF3D7_1465500.iso1.exon1.amp2_179,36
PFC10_API0013.iso1.exon1.amp1_2909,34
PF3D7_1474200.iso1.exon1.amp4_3086,29
PF3D7_1468000.e3_3120,26
PF3D7_1452600.iso1.exon1.amp1_2820,26
PFC10_API0020.iso1.exon1.amp1_598,25
PF3D7_1474300.iso1.exon2.amp1_1611,24
PF3D7_1472600.1o4_1729,24
PF3D7_1468600.1o2_2093,23
PFC10_API0028.iso1.exon1.amp1_4355,22
PF3D7_1467900.e3s1_2130,21
PF3D7_1474400.iso1.exon9.amp1_2080,20
PF3D7_1474200.iso1.exon2.amp1_645,20
PF3D7_1451400.iso1.exon1.amp1_seg1_3165,20
PF3D7_1469600.e1s3_1163,19
PF3D7_1449500.iso1.exon2.amp1_2750,19
PFI1015w_3406,18
PFB0490c_2762,18
PF3D7_1479900.iso1.exon2.amp1_2142,17
PF3D7_1475500.e1s1_2881,17
PF3D7_1475300.1o1_1342,17
PF3D7_1476400.2o2_3311,15
PF3D7_1476000.iso1.exon2.amp1_896,15
PF3D7_1475500.e1s2_4831,15
PF3D7_1470100.e1s2_1578,15
PF3D7_1478600.iso1.exon1.amp1_4398,14
PF3D7_1476200.1o1_4286,14
PF3D7_1474200.iso1.exon1.amp2_2508,14
PF3D7_1473400.1o1_3382,14
PF3D7_1470800.iso1.exon1.amp1_3209,14
PF3D7_1461400.2o4_1355,14
PFC10_API0041.iso1.exon1.amp1_3488,13
PF3D7_1477300.iso1.exon1.amp1_620,13
PF3D7_1475100.iso1.exon1.amp2_2780,13
PF3D7_1473100.e2s1_4136,13
PF3D7_1472500.iso1.exon3.amp1_1817,13
PF3D7_1446600.e3s1_2821,13
PFD0880w_2769,12
PF3D7_1477300.iso1.exon2.amp1_3285,12
PF3D7_1466800.1o1_3053,12
PF3D7_1458600.iso1.exon1.amp2_2215,12
PF3D7_1448300.s2_1805,12
PF3D7_1479100.iso1.exon1.amp1_3584,11
PF3D7_1474400.iso1.exon1.amp1_2386,11
PF3D7_1474200.iso1.exon1.amp5_1896,11
PF3D7_1474000.iso1.exon1.amp1_seg2_3196,11
PF3D7_1473300.iso1.exon1.amp1_1288,11
PF3D7_1471900.iso1.exon2.amp1_4490,11
PF3D7_1462100.e1s1_4813,11
PF3D7_1441300.e4s1_1515,11
PFL0800c_2443,10
PF3D7_1471200.1o6_4326,10
PF3D7_1470100.e1s1_1902,10
PF3D7_1445900.e1s1_2203,10
PF3D7_1441300.e3s1_1201,10
PF3D7_1408400.e1s1_912,10
PF3D7_1373500.iso1.exon1.amp1_2457,10
PFE1230c_4387,9
PF3D7_1478000.2o2_4603,9
PF3D7_1474700.iso1.exon3.amp1_3912,9
PF3D7_1472300.2o9_1380,9
PF3D7_1469300.iso1.exon1.amp1_4164,9
PF3D7_1468000.e8s2_4424,9
PF3D7_1466200.e1s3_3202,9
PF3D7_1465800.e4s1_4704,9
PF3D7_1454000.1o1_3014,9
PF3D7_1453700.e2s1_4455,9
PF3D7_1450500.e1s1_1519,9
PF3D7_1450300.1o1_1428,9
PF3D7_1433300.3o4_4937,9
PFC10_API0014.iso1.exon1.amp1_short_1174,8
PF3D7_1474400.iso1.exon8.amp1_2689,8
PF3D7_1474400.iso1.exon2.amp1_2112,8
PF3D7_1473500.1o1_762,8
PF3D7_1472400.iso1.exon3.amp1_1827,8
PF3D7_1470900.iso1.exon2.amp1_2393,8
PF3D7_1464500.iso1.exon1.amp3_212,8
PF3D7_1442400.e1s3_4497,8
PF3D7_1433400.e2s3_3098,8
PF3D7_1333300.1o1_44,8
PFL0210c_2437,7
PFC0365w_5020,7
PF3D7_1477400.2o2_1343,7
PF3D7_1476700.iso1.exon1.amp1_124,7
PF3D7_1472500.iso1.exon1.amp1_2649,7
PF3D7_1471100.e2s1_4111,7
PF3D7_1470500.6o6_3688,7
PF3D7_1469900.iso1.exon2.amp1_1782,7
PF3D7_1469400.1o1_82,7
PF3D7_1462300.e1s2_1573,7
PF3D7_1457900.e1s2_5165,7
PF3D7_1456100.1o1_2680,7
PF3D7_1450400.iso1.exon1.amp2_1326,7
PF3D7_1449000.e3_2790,7
PF3D7_1445600.e4_4738,7
PF3D7_1440000.iso1.exon5.amp2_seg2_2022,7
PF3D7_1435300.e1s1_3521,7
PF3D7_1406700.e1s1_239,7
PFI1510w_2753,6
PF3D7_1480000.iso1.exon2.amp1_2445,6
PF3D7_1479500.iso1.exon2.amp1_3581,6
PF3D7_1478200.1o1_2299,6
PF3D7_1476200.2o2_4237,6
PF3D7_1473600.1o1_1975,6
PF3D7_1473300.iso1.exon5.amp1_410,6
PF3D7_1472800.1o7_2988,6
PF3D7_1469900.iso1.exon3.amp1_3591,6
PF3D7_1465800.e6s1_2501,6
PF3D7_1465800.e5s1_4508,6
PF3D7_1465800.e2s1_4446,6
PF3D7_1460900.iso2.exon5.amp1_663,6
PF3D7_1458900.3o3_1990,6
PF3D7_1453400.iso1.exon1.amp2_4524,6
PF3D7_1451600.e2s1_3860,6
PF3D7_1440700.1o1_1425,6
PF3D7_1435000.1o1_4294,6
PF3D7_1432300.1o3_3712,6
PF3D7_1430400.1o1_1422,6
PF3D7_1421300.5o6_2405,6
PF3D7_1413800.1o1_3978,6
PF3D7_1361800.e2s1_3866,6
PF3D7_1212000.e1s1_555,6
PF3D7_1475100 (renamed)_3105,5
PF3D7_1473300.iso1.exon6.amp1_3784,5
PF3D7_1473300.iso1.exon2.amp1_3257,5
PF3D7_1472500.iso1.exon2.amp1_3512,5
PF3D7_1471000.1o1_2032,5
PF3D7_1470800.iso1.exon2.amp1_3976,5
PF3D7_1468100.e2s1_832,5
PF3D7_1467900.e3s2_1812,5
PF3D7_1467000.1o1_2718,5
PF3D7_1466700.iso1.exon5.amp1_3206,5
PF3D7_1465800.e3s1_2535,5
PF3D7_1464600.iso1.exon2.amp1_3586,5
PF3D7_1464300.iso1.exon2.amp1_3855,5
PF3D7_1461500.iso1.exon6.amp1_1760,5
PF3D7_1455600.iso1.exon1.amp2_seg2_3748,5
PF3D7_1453900.1o1_151,5
PF3D7_1451900.e1s1_1548,5
PF3D7_1451000.1o1_459,5
