,# correlated features
PF3D7_1150300.iso1.exon1.amp1_2740,537
PF3D7_1149500.e4_1827,270
PF3D7_0401700.2o2_4611,149
PF3D7_1021900.e1s2_918,49
PF3D7_1133200.e2s1_1840,39
PF3D7_1128500.1o1_4665,25
PF3D7_0108300.s1_3757,17
PF3D7_0410800.iso1.exon1.amp2_1340,16
PF3D7_1433400.e2s5_3746,8
PF3D7_0305500.e1s1_4843,7
PF3D7_1041300.iso1.exon1.amp1_1293,7
PF3D7_0103900.1o1_4977,6
PF3D7_1248700.s2_4724,6
PF3D7_1329500.iso1.exon3.amp1_730,6
PF3D7_0219900.2o2_2314,5
PF3D7_1219300.iso1.exon1.amp1_4486,5
PF3D7_0324900.iso1.exon1.amp1_2456,5
PF3D7_1433100.iso1.exon2.amp1_450,4
PF3D7_1213500.1o2_1099,4
PF3D7_1208800.e1s1_2209,3
PF3D7_1036400.1o2_1668,2
PF3D7_0713900.e1s1_4504,2
PF3D7_0911300.e1s1_3426,2
PF3D7_0301700.e2s1_3806,2
PF3D7_0911300.e1s2_3750,2
PF3D7_0726100.2o2_2403,2
PF3D7_0417400.iso1.exon1.amp4_seg2_2328,2
PF3D7_0207000.e1_2796,2
PF3D7_1479700.iso1.exon2.amp1_4180,1
PF3D7_1477700.2o2_3945,1
PF3D7_1477000.3o3_1390,1
PF3D7_1477000.1o1_4308,1
PF3D7_1475400.e2s3_2131,1
PF3D7_1470100.e1s2_1578,1
PF3D7_1470100.e1s1_1902,1
PF3D7_1448300.s1_3431,1
PF3D7_1036400.e2s2_2150,1
PF3D7_0532500.2o2_997,1
