,# correlated features
PF3D7_1480000.iso1.exon2.amp1_2445,530
PFD0425w_2780,250
PF3D7_1478700.4o4_351,100
PFE1590w_2119,95
PF3D7_1478800.2o2_3283,70
PFB0300c_4064,19
PF3D7_1478400.3o3_405,18
PF3D7_1478100.2o2_4908,14
PF3D7_1478000.2o2_4603,14
PF3D7_1479400.iso1.exon2.amp1_140,11
PF3D7_1478400.2o3_729,8
PF3D7_1464500.iso1.exon1.amp2_1073,8
PF3D7_1475400.e3s4_1159,7
PF3D7_1464500.iso1.exon1.amp1_seg2_2304,7
PF3D7_1479600.iso1.exon2.amp1_139,5
PF3D7_1479100.iso1.exon1.amp1_3584,5
PF3D7_1475400.e2s3_2131,5
PF3D7_1477200.2o2_2953,4
PF3D7_1476600.2o2_1110,4
PFC0210c_2763,3
PF3D7_1479800.iso1.exon2.amp1_4468,3
PF3D7_1478500.3o3_1010,2
PF3D7_1478200.1o1_2299,2
PF3D7_1477500.2o2_743,2
PF3D7_1468100.e2s2_1156,2
PF3D7_1474200.iso1.exon1.amp4_3086,1
PF3D7_1474200.iso1.exon1.amp2_2508,1
PF3D7_1472300.2o9_1380,1
PF3D7_1448300.s1_3431,1
PF3D7_1318000.1o1_1002,1
PF3D7_1215900.1o1_1409,1
