,# correlated features
PF3D7_1347300.iso1.exon4.amp1_2645,1236
PF3D7_1305300.iso1.exon2.amp4_1909,796
PF3D7_1218100.e1_3436,208
PF3D7_1301200.2o2_4292,156
PF3D7_1218800.e2s1_3470,117
PF3D7_1336600.iso1.exon3.amp1_904,103
PF3D7_0717800.iso1.exon1.amp1_3145,85
PF3D7_1362200.1o1_2039,71
PF3D7_1443900.1o1_4032,68
PF3D7_0914200.3o4_2679,68
PF3D7_1149500.e4_1827,65
PF3D7_0214600.iso1.exon1.amp2_2484,58
PFB0490c_2762,46
PF3D7_0703900.iso1.exon1.amp4_2544,44
PF3D7_1006200.e2s1_4098,43
PF3D7_0612100.iso1.exon1.amp1_3044,43
PF3D7_0727800.iso1.exon1.amp2_2784,43
PF3D7_1477000.1o1_4308,40
PF3D7_1023100.e1s3_2111,39
PF3D7_1118800.7o7_1701,38
PF3D7_1028100.1o1_3023,36
PF3D7_1477400.2o2_1343,34
PF3D7_0508900.iso1.exon1.amp4_4215,28
PF3D7_1465800.e3s1_2535,27
PF3D7_0213600.iso1.exon11.amp2_2218,26
PF3D7_0220100.e1s1_4762,26
PF3D7_1356300.e2s1_2484,25
PF3D7_0417700.6o6_429,23
PF3D7_1419600.e12s1_226,22
PFI1015w_3406,20
PF3D7_0826000.iso1.exon1.amp1_2863,20
PF3D7_1448000.e2s2_1886,20
PF3D7_1478200.1o1_2299,19
PF3D7_1008500.e3s1_1529,19
PF3D7_0811500.1o1_461,19
PF3D7_0930500.iso1.exon2.amp2_1376,18
PF3D7_1478700.4o4_351,17
PF3D7_1477600.1o3_1121,17
PF3D7_0705000.e2_203,17
PF3D7_1446500.iso1.exon1.amp3_1106,17
PF3D7_1449500.iso1.exon2.amp1_2750,17
PF3D7_1202300.e22s1_3499,16
PF3D7_1360900.e8s1_1202,16
PF3D7_1406700.e1s1_239,15
PF3D7_1432600.iso1.exon1.amp2_480,15
PF3D7_0925800.e1s1_305,15
PF3D7_1139800.iso1.exon1.amp3_3656,14
PF3D7_1254500.iso1.exon2.amp1_114,14
PFE0605c_2434,13
PF3D7_1413700.iso1.exon7.amp1_339,13
PF3D7_1475400.e2s1_497,13
PF3D7_1464500.iso1.exon1.amp4_2776,13
PF3D7_1122400.e3s1_5068,13
PFE0265c_4373,12
PF3D7_1120400.iso1.exon2.amp1_1793,12
PF3D7_0321600.1o2_123,12
PF3D7_1138500.1o1_2406,11
PFE0360c_827,11
PF3D7_1477500.2o2_743,11
PF3D7_1127800.iso1.exon1.amp1_seg2_23,11
PF3D7_1020200.e1s1_1848,10
PF3D7_1318400.iso1.exon2.amp1_1380,10
PF3D7_1354500.e1s1_4472,10
PF3D7_0511300.iso1.exon1.amp2_2778,10
PF3D7_0304800.e1s2_5134,10
PF3D7_1401800.1o1_3641,10
PF3D7_1014500.iso1.exon1.amp2_3369,10
PF3D7_0921400.e1_1169,10
PF3D7_1440000.iso1.exon5.amp2_seg1_4036,9
PF3D7_1322500.3o6_1086,9
PF3D7_0619500.iso1.exon1.amp1_3429,9
PF3D7_1128900.e1s1_5109,9
PF3D7_1367800.iso1.exon1.amp1_4597,8
PF3D7_0512200.1o1_1733,8
PF3D7_1475400.e2s3_2131,8
PF3D7_1470100.e1s2_1578,8
PF3D7_0617400.s4  (renamed)_861,8
PF3D7_0309900.iso1.exon1.amp2_1903,8
PF3D7_0520000.e3s1_5092,8
PF3D7_1014300.e1s1_594,8
PF3D7_0605800.iso1.exon1.amp1_3716,8
PF3D7_1371900.2o2_1654,8
PF3D7_1340100.1o1_699,8
PF3D7_0605400.1o1_2626,7
PF3D7_0718600.iso1.exon6.amp1_3617,7
PF3D7_1475600.1o1_2067,7
PF3D7_1122900.e2s1_952,7
PF3D7_0504200.2o3_3019,7
PF3D7_1013500.e1s1_195,7
PF3D7_0913300.iso1.exon2.amp1_977,7
PF3D7_1244100.e3s1_5078,7
PF3D7_0410800.iso1.exon1.amp2_1340,7
PF3D7_1420600.iso1.exon3.amp1_2744,7
PF3D7_1308100.1o1_999,7
PF3D7_0202600.iso2.exon1.amp1_2518,6
PF3D7_0411800.iso1.exon1.amp1_3727,6
PF3D7_0630300.iso1.exon2.amp2_3968,6
PF3D7_1406200.e1s1_948,6
PF3D7_1234700.iso1.exon1.amp2_2777,6
PF3D7_0605500.iso1.exon2.amp1_4494,6
PF3D7_1142600.e2s1_5091,6
