,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,2264
PFL2215w_4059,838
PFL0630w_2120,780
mal_mito_2.iso1.exon1.amp1_1466,356
PFL0065w_4711,183
PFE1230c_4387,178
PFL1550w_501,157
PFI1510w_2753,141
PFL0800c_2443,124
PFE1195w_3427,111
PFE0360c_827,107
PFL0300c_1466,103
PFE1495w_1o1_1645,94
PFC10_API0040.iso1.exon1.amp1_887,92
PFC10_API0042.iso1.exon1.amp1_20,63
mal_mito_1.iso1.exon1.amp1_3777,59
PFC10_API0038.iso1.exon1.amp1_4356,57
PFI1015w_3406,55
PFE0605c_2434,48
PF3D7_1474300.iso1.exon2.amp1_1611,43
PFI0145w_1465,40
PF3D7_1465500.iso1.exon1.amp2_179,39
PFC10_API0037.iso1.exon1.amp1_3198,36
PFE0795c_494,35
PF3D7_1474400.iso1.exon11.amp1_4212,34
PFI1105w_3411,30
PFE0520c_3401,28
PFC0700c_2438,26
PFE0885w_814,25
PF3D7_1474200.iso1.exon1.amp2_2508,25
PFC10_API0059.iso1.exon1.amp1_short_1180,24
PFC10_API0041.iso1.exon1.amp1_3488,24
PFI1420w_169,22
PFI0645w_4388,20
PFB0795w_4702,18
PFE0225w_819,17
PF3D7_1480000.iso1.exon2.amp1_2445,16
PF3D7_1452600.iso1.exon1.amp1_2820,16
PFD0660w_3734,14
PFC10_API0030.iso1.exon1.amp1_3489,14
PF3D7_1478700.4o4_351,14
PF3D7_1461400.2o4_1355,13
PF3D7_1373500.iso1.exon1.amp1_2457,13
PFC0365w_5020,12
PFB0690w_4058,12
PF3D7_1472300.2o9_1380,12
PFC10_API0036.iso1.exon1.amp1_1753,11
PFD0425w_2780,10
PFC10_API0029.iso1.exon1.amp1_308,10
PFC0555c_823,10
PF3D7_1476900.2o2_2967,10
PFD0880w_2769,9
PFC10_API0032.iso1.exon1.amp1_1175,9
PFC10_API0028.iso1.exon1.amp1_4355,9
PFC10_API0020.iso1.exon1.amp1_598,9
PFC0330w_166,9
PF3D7_1479800.iso1.exon2.amp1_4468,9
PF3D7_1477600.1o3_1121,9
PF3D7_1477400.2o2_1343,9
PF3D7_1474200.iso1.exon1.amp4_3086,9
PF3D7_1473100.e2s1_4136,9
PF3D7_1469600.e1s3_1163,9
PFL2430c_484,8
PFC0450w_5035,8
PF3D7_1478500.3o3_1010,8
PF3D7_1477900.3o3_787,8
PF3D7_1470100.e1s2_1578,8
PFL0210c_2437,7
PFE0265c_4373,7
PFD0711c_2o2_4567,7
PF3D7_1478000.2o2_4603,7
PF3D7_1477000.1o1_4308,7
PF3D7_1475100.iso1.exon1.amp2_2780,7
PF3D7_1474700.iso1.exon3.amp1_3912,7
PF3D7_1464500.iso1.exon1.amp2_1073,7
PF3D7_1479700.iso1.exon2.amp1_4180,6
PF3D7_1479100.iso1.exon1.amp1_3584,6
PF3D7_1478100.2o2_4908,6
PF3D7_1477600.2o3_797,6
PF3D7_1474400.iso1.exon8.amp1_2689,6
PF3D7_1474400.iso1.exon2.amp1_2112,6
PF3D7_1470800.iso1.exon2.amp2_4265,6
PFD0325w_2767,5
PF3D7_1478200.1o1_2299,5
PF3D7_1474500.1o1_4340,5
PF3D7_1474200.iso1.exon1.amp5_1896,5
PF3D7_1471900.iso1.exon2.amp1_4490,5
PF3D7_1471200.3o6_4002,5
PF3D7_1466300.e1s1_205,5
PF3D7_1440000.iso1.exon5.amp2_seg2_2022,5
PFI0570w_1477,4
PFI0460w_1143,4
PFE0565w_4707,4
PFA0370w_3415,4
PF3D7_1479500.iso1.exon2.amp1_3581,4
PF3D7_1478800.2o2_3283,4
PF3D7_1477900.e2_850,4
