,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,3366
PFL2215w_4059,2188
PFL2430c_484,549
PFL0800c_2443,395
PFL0630w_2120,250
PFL1550w_501,185
mal_mito_2.iso1.exon1.amp1_1466,53
PFE0360c_827,40
PFI1510w_2753,37
PFL0065w_4711,33
PFL0300c_1466,22
PFI1015w_3406,18
mal_mito_1.iso1.exon1.amp1_3777,16
PFC10_API0059.iso1.exon1.amp1_short_1180,14
PFI0645w_4388,13
PFI1105w_3411,11
PFE1195w_3427,10
PF3D7_1459600.iso1.exon2.amp1_2130,10
PFC10_API0040.iso1.exon1.amp1_887,9
PF3D7_1478500.3o3_1010,9
PFE1230c_4387,8
PF3D7_1470500.5o6_2722,8
PFE0885w_814,7
PF3D7_1479900.iso1.exon2.amp1_2142,7
PFC10_API0038.iso1.exon1.amp1_4356,6
PF3D7_1474400.iso1.exon11.amp1_4212,6
PF3D7_1471700.iso1.exon1.amp1_2187,6
PFI1420w_169,5
PF3D7_1478100.2o2_4908,5
PFI0460w_1143,4
PFI0145w_1465,4
PFE0605c_2434,4
PFD0660w_3734,4
PFC10_API0032.iso1.exon1.amp1_1175,4
PF3D7_1479800.iso1.exon2.amp1_4468,4
PF3D7_1478700.4o4_351,4
PFE0265c_4373,3
PFD0425w_2780,3
PFC10_API0041.iso1.exon1.amp1_3488,3
PFC10_API0028.iso1.exon1.amp1_4355,3
PFB0795w_4702,3
PF3D7_1478800.2o2_3283,3
PF3D7_1478000.2o2_4603,3
PF3D7_1476900.2o2_2967,3
PF3D7_1474300.iso1.exon2.amp1_1611,3
PF3D7_1464500.iso1.exon1.amp1_seg2_2304,3
PFL0210c_2437,2
PFI1520w_1790,2
PFI0570w_1477,2
PFD0711c_2o2_4567,2
PFD0325w_2767,2
PFC0555c_823,2
PFA0350c_4054,2
PF3D7_1480000.iso1.exon2.amp1_2445,2
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,2
PF3D7_1475000.1o1_3596,2
PF3D7_1474700.iso1.exon3.amp1_3912,2
PF3D7_1473100.e2s1_4136,2
PF3D7_1472300.2o9_1380,2
PF3D7_1467100.iso1.exon1.amp1_1881,2
PF3D7_1464500.iso1.exon1.amp2_1073,2
PF3D7_1461800.e1s1_4187,2
PF3D7_1438800.4o4_4982,2
PF3D7_1333400.1o1_1669,2
PFE1590w_2119,1
PFE1495w_1o1_1645,1
PFE0795c_494,1
PFE0520c_3401,1
PFE0225w_819,1
PFD0880w_2769,1
PFD0175c_1o1_4239,1
PFC10_API0030.iso1.exon1.amp1_3489,1
PFC10_API0020.iso1.exon1.amp1_598,1
PFC10_API0018.iso1.exon1.amp1_2911,1
PFC0450w_5035,1
PFC0365w_5020,1
PFC0330w_166,1
PFC0210c_2763,1
PFB0300c_4064,1
PF3D7_1479700.iso1.exon2.amp1_4180,1
PF3D7_1479600.iso1.exon2.amp1_139,1
PF3D7_1477900.e3_4415,1
PF3D7_1477900.e2_850,1
PF3D7_1477900.2o3_1111,1
PF3D7_1477800.iso1.exon1.amp1_2398,1
PF3D7_1477200.2o2_2953,1
PF3D7_1476800.1o1_2017,1
PF3D7_1475800.1o2_2331,1
PF3D7_1475400.e3s2_1807,1
PF3D7_1475400.e2s2_1145,1
PF3D7_1475300.1o1_1342,1
PF3D7_1474400.iso1.exon14.amp1_99,1
PF3D7_1474200.iso1.exon1.amp4_3086,1
PF3D7_1471800.1o1_1020,1
PF3D7_1471600.iso1.exon1.amp2_2504,1
PF3D7_1471400.e2s1_5111,1
PF3D7_1471200.3o6_4002,1
PF3D7_1470800.iso1.exon2.amp2_4265,1
PF3D7_1470500.6o6_3688,1
PF3D7_1470100.e1s1_1902,1
PF3D7_1469600.e1s4_4398,1
PF3D7_1469600.e1s3_1163,1
PF3D7_1468600.1o2_2093,1
PF3D7_1468100.e2s2_1156,1
PF3D7_1468000.e11_3760,1
PF3D7_1467900.e3s1_2130,1
PF3D7_1466200.e1s3_3202,1
PF3D7_1464600.iso1.exon1.amp2_2536,1
PF3D7_1462400.e1s1_4179,1
PF3D7_1460800.1o1_1732,1
PF3D7_1459600.iso1.exon1.amp1_3337,1
PF3D7_1442300.e2s1_4148,1
PF3D7_1441500.2o3_2038,1
PF3D7_1440300.4o6_2994,1
PF3D7_1439600.1o1_359,1
PF3D7_1437400.1o1_1105,1
PF3D7_1433800.iso1.exon1.amp3_2788,1
PF3D7_1432900.e1s1_4778,1
PF3D7_1429600.1o1_1341,1
PF3D7_1413000.iso1.exon1.amp1_2175,1
PF3D7_1410400.e1s1_2878,1
PF3D7_1408900.1o1_70,1
PF3D7_1408700.e3s1_3836,1
PF3D7_1404300.1o1_685,1
PF3D7_1403200.e3s1_3796,1
PF3D7_1373500.iso1.exon1.amp1_2457,1
PF3D7_1366200.1o1_2951,1
PF3D7_1333500.iso1.exon1.amp1_2747,1
PF3D7_1329500.iso1.exon3.amp1_730,1
PF3D7_1329500.iso1.exon1.amp2_3671,1
PF3D7_1243900.iso1.exon6.amp1_4142,1
PF3D7_1123200.iso1.exon1.amp1_3335,1
PF3D7_1036400.e2s2_2150,1
PF3D7_1035900.1o1_1406,1
PF3D7_1035300.iso1.exon1.amp2_3364,1
PF3D7_0602500.1o1_2672,1
PF3D7_0532500.2o2_997,1
PF3D7_0519300.1o1_4973,1
PF3D7_0220400.2o3_4961,1
