,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,1561
PFL0630w_2120,470
mal_mito_2.iso1.exon1.amp1_1466,436
mal_mito_1.iso1.exon1.amp1_3777,147
PFE0520c_3401,119
PFC10_API0037.iso1.exon1.amp1_3198,119
PFL0800c_2443,116
PFD0711c_2o2_4567,99
PFC10_API0040.iso1.exon1.amp1_887,90
PFL0300c_1466,76
PFL0065w_4711,76
PFE1230c_4387,69
PF3D7_1474200.iso1.exon1.amp2_2508,67
PFC10_API0030.iso1.exon1.amp1_3489,60
PFC0450w_5035,54
PFD0880w_2769,48
PF3D7_1473300.iso1.exon1.amp1_1288,44
PF3D7_1465500.iso1.exon1.amp2_179,41
PFE0225w_819,39
PFC10_API0029.iso1.exon1.amp1_308,39
PFC10_API0018.iso1.exon1.amp1_2911,39
PFE0265c_4373,38
PFC10_API0027.iso1.exon1.amp1_309,38
PFI1015w_3406,37
PFE1195w_3427,34
PFB0490c_2762,30
PF3D7_1477900.e3_4415,30
PFL2430c_484,29
PFD0310w_3739,29
PF3D7_1479700.iso1.exon2.amp1_4180,28
PF3D7_1471000.1o1_2032,28
PFC10_API0038.iso1.exon1.amp1_4356,27
PFC10_API0028.iso1.exon1.amp1_4355,27
PF3D7_1473100.e2s1_4136,27
PFA0370w_3415,25
PFC10_API0013.iso1.exon1.amp1_2909,24
PFB0795w_4702,24
PF3D7_1475600.1o1_2067,24
PFB0320c_1789,23
PF3D7_1478400.2o3_729,23
PF3D7_1474400.iso1.exon11.amp1_4212,23
PF3D7_1475400.e2s3_2131,22
PF3D7_1455600.iso1.exon1.amp1_2565,22
PFI0460w_1143,21
PF3D7_1479600.iso1.exon2.amp1_139,20
PF3D7_1474200.iso1.exon1.amp4_3086,20
PF3D7_1476400.2o2_3311,19
PF3D7_1475700.1o1_422,19
PF3D7_1475500.e1s2_4831,19
PF3D7_1449500.iso1.exon2.amp1_2750,19
PFE0360c_827,18
PF3D7_1477900.e2_850,18
PF3D7_1475900.1o1_140,18
PF3D7_1448300.s2_1805,18
PFI1420w_169,17
PFI1105w_3411,17
PFE1495w_1o1_1645,17
PF3D7_1479900.iso1.exon2.amp1_2142,17
PF3D7_1479100.iso1.exon1.amp1_3584,17
PF3D7_1474200.iso1.exon1.amp5_1896,16
PF3D7_1471900.iso1.exon1.amp1_1951,16
PF3D7_1478400.3o3_405,15
PF3D7_1476000.iso1.exon2.amp1_896,15
PF3D7_1472300.2o9_1380,15
PF3D7_1470100.e1s2_1578,15
PFI0145w_1465,14
PF3D7_1478200.1o1_2299,14
PF3D7_1477900.2o3_1111,14
PF3D7_1477300.iso1.exon2.amp1_3285,14
PF3D7_1475800.2o2_1359,14
PF3D7_1475400.e3s2_1807,14
PFC10_API0020.iso1.exon1.amp1_598,13
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,13
PFI1510w_2753,12
PFC0330w_166,12
PF3D7_1478700.4o4_351,12
PF3D7_1474300.iso1.exon2.amp1_1611,12
PF3D7_1472800.1o7_2988,12
PF3D7_1477900.e1_3442,11
PF3D7_1476200.2o2_4237,11
PF3D7_1468900.1o1_3046,11
PF3D7_1468200.1o1_3610,11
PF3D7_1451800.1o4_1114,11
PFE0795c_494,10
PF3D7_1477600.2o3_797,10
PF3D7_1476300.2o2_440,10
PF3D7_1477500.2o2_743,9
PF3D7_1477400.2o2_1343,9
PF3D7_1477000.2o3_2356,9
PF3D7_1476700.iso1.exon1.amp1_124,9
PF3D7_1475400.e2s1_497,9
