,# correlated features
PF3D7_1480000.iso1.exon2.amp1_2445,159
PF3D7_1479600.iso1.exon2.amp1_139,37
PF3D7_1479700.iso1.exon2.amp1_4180,35
PF3D7_1477300.iso1.exon2.amp1_3285,17
PF3D7_1479100.iso1.exon1.amp1_3584,15
PF3D7_1478600.iso1.exon2.amp2_2488,11
PF3D7_1474200.iso1.exon1.amp5_1896,11
PF3D7_1478200.1o1_2299,9
PF3D7_1474200.iso1.exon1.amp4_3086,8
PF3D7_1411100.iso1.exon2.amp1_4379,8
PF3D7_1401600.e3s1_1875,8
PF3D7_1401400.1o1_2947,8
PF3D7_1462600.2o2_4959,7
PF3D7_1415500.iso1.exon2.amp1_2259,7
PF3D7_1373100.iso1.exon1.amp1_3029,7
PF3D7_1358600.iso1.exon1.amp2_2507,7
PF3D7_1205500.e1s1_2247,7
PF3D7_1479800.iso1.exon2.amp1_4468,6
PF3D7_1470100.e1s2_1578,6
PF3D7_1426800.iso1.exon1.amp1_4156,6
PF3D7_1400500.iso1.exon1.amp1_2435,6
PF3D7_1478600.iso1.exon1.amp1_4398,5
PF3D7_1474600.1o5_81,5
PF3D7_1450400.iso1.exon1.amp2_1326,5
PF3D7_1433100.iso1.exon4.amp1_1798,5
PF3D7_1433100.iso1.exon1.amp1_3540,5
PF3D7_1428000.1o7_3001,5
PF3D7_1420500.1o2_2101,5
PF3D7_1221400.e1s1_2196,5
PF3D7_1479400.iso1.exon2.amp1_140,4
PF3D7_1478400.3o3_405,4
PF3D7_1478400.2o3_729,4
PF3D7_1477000.2o3_2356,4
PF3D7_1467000.1o1_2718,4
PF3D7_1446300.iso1.exon1.amp1_1119,4
PF3D7_1427400.1.e2_2788,4
PF3D7_1373500.iso1.exon2.amp1_1082,4
PF3D7_1371900.2o2_1654,4
PF3D7_1313500.1o2_802,4
PF3D7_1202300.e14s1_5089,4
PF3D7_1200400.iso1.exon1.amp2_776,4
PF3D7_1117000.iso1.exon2.amp2_seg1_4613,4
PF3D7_1004300.iso1.exon1.amp2_2505,4
PF3D7_1478700.4o4_351,3
PF3D7_1475400.e3s2_1807,3
PF3D7_1475400.e2s3_2131,3
PF3D7_1472400.iso1.exon3.amp1_1827,3
PF3D7_1472300.2o9_1380,3
PF3D7_1471500.6o6_387,3
PF3D7_1468100.e2s1_832,3
PF3D7_1448300.s2_1805,3
PF3D7_1446300.iso1.exon1.amp2_3943,3
PF3D7_1433400.e1_4423,3
PF3D7_1347300.iso1.exon2.amp1_2070,3
PF3D7_1342200.1o1_1766,3
PF3D7_1300800.iso1.exon3.amp1_3282,3
PF3D7_1248300.1o1_1976,3
PF3D7_1202300.e3s2_3847,3
PF3D7_1202300.e3s1_1897,3
PF3D7_1202300.e34s1_2180,3
PF3D7_1202300.e31s1_3193,3
PF3D7_1147000.e1s3_2446,3
PF3D7_1041300.iso1.exon1.amp1_1293,3
PF3D7_1022300.2o6_385,3
PF3D7_1478000.2o2_4603,2
PF3D7_1477600.2o3_797,2
PF3D7_1477300.iso1.exon1.amp1_620,2
PF3D7_1477000.1o1_4308,2
PF3D7_1476900.2o2_2967,2
PF3D7_1475400.e2s1_497,2
PF3D7_1474600.4o5_1047,2
PF3D7_1474200.iso1.exon1.amp2_2508,2
PF3D7_1437500.1o1_1994,2
PF3D7_1427400.1.5o6_3314,2
PF3D7_1418100.s4_3419,2
PF3D7_1409400.1o1_3272,2
PF3D7_1400600.iso1.exon1.amp1_141,2
PF3D7_1373500.iso1.exon1.amp1_2457,2
PF3D7_1365700.1o3_3008,2
PF3D7_1358600.iso1.exon1.amp1_1754,2
PF3D7_1358500.1o1_755,2
PF3D7_1348400.iso1.exon2.amp1_1215,2
PF3D7_1338000.iso1.exon2.amp1_2056,2
PF3D7_1333300.1o1_44,2
PF3D7_1325900.e1s3_3533,2
PF3D7_1321300.e1s2_3207,2
PF3D7_1305600.1o2_1998,2
PF3D7_1300100.iso1.exon2.amp1_1005,2
PF3D7_1255200.iso1.exon1.amp1_3324,2
PF3D7_1254000.iso1.exon2.amp1_1000,2
PF3D7_1240600.iso1.exon2.amp1_2168,2
