,# correlated features
PF3D7_0802100.iso1.exon1.amp1_1643,2755
PF3D7_0723500.1o1_3286,1151
PF3D7_0711700.e1s1_2573,465
PF3D7_1331800.e2s1_1857,295
PF3D7_1357000.e1s1_2836,229
PF3D7_1027000.iso1.exon1.amp1_831,176
PF13_0285_4703,147
PF3D7_1248700.s2_4724,122
PF3D7_1462600.1o2_3993,120
PF3D7_1303800.e1s8_3216,101
PF3D7_1232000.1o2_2043,94
PF3D7_0824900.iso1.exon1.amp1_3052,67
PF3D7_1107300.s3_4397,66
PF3D7_0410800.iso1.exon1.amp1_3141,65
PF3D7_1440300.4o6_2994,50
PF3D7_1230900.1o1_2736,45
PF3D7_0715300.1o3_90,34
PF3D7_1248500.1o1_1039,33
PF3D7_1408400.e1s2_264,32
PF3D7_0704700.iso1.exon1.amp2_seg2_1442,29
PF3D7_0802500.e1s1_3528,25
PF3D7_1126100.iso1.exon2.amp2_220,25
PF3D7_1410300.iso1.exon2.amp5_1620,23
PF3D7_1324900.e1s1_4141,22
PF3D7_1339600.e1s1_5124,22
PF3D7_0820000.iso1.exon4.amp1_3675,21
PF3D7_0516100.e1s2_276,20
PF3D7_1439200.iso1.exon1.amp1_4461,19
PF3D7_1311400.e1s1_4138,18
PF3D7_0704500.iso1.exon1.amp2_178,18
PF3D7_1207200.iso1.exon1.amp3_2782,17
PF3D7_1242200.iso1.exon1.amp1_3622,17
PF3D7_0904000.1o1_1059,16
PF3D7_0805300.iso1.exon1.amp2_1057,15
PF3D7_1321700.e2s1_4110,15
PF3D7_0217900.e1s1_3492,14
PF3D7_1206200.e2_1469,14
PF3D7_1149100.1.2o2_4944,13
PF3D7_1220900.e1s1_890,12
PF3D7_1475400.e3s4_1159,12
PF3D7_1328000.iso1.exon1.amp2_2849,12
PF3D7_0324900.iso1.exon1.amp1_2456,12
PF3D7_1308400.e1s1_1782,11
PF3D7_0527600.6o10_400,11
PF3D7_0926500.iso1.exon1.amp2_2495,11
PF3D7_1010400.2o6_386,11
PF3D7_0713900.e1s4_1923,11
PF3D7_1205800.3o4_1127,10
PF3D7_1237400.3o3_1054,10
PF3D7_0414000.e2s1_3823,10
PF3D7_1405900.iso1.exon1.amp1_3695,10
PF3D7_1344700.iso1.exon1.amp2_3659,10
PF3D7_0620500.1o1_4655,10
PF3D7_1107300.s1_1162,9
PF3D7_1477900.2o3_1111,8
PF3D7_0420700.e2s1_4132,8
PF3D7_0209500.iso1.exon1.amp1_2176,8
PF3D7_1477500.2o2_743,7
PF3D7_1240100.1o1_4891,7
PF3D7_0411200.iso1.exon1.amp2_4520,7
PF3D7_0523100.e1s1_875,7
PF3D7_0909600.3o3_3989,7
PF3D7_1469600.e1s3_1163,7
PF3D7_0310200.e1s3_5159,7
PF3D7_1445000.1o1_3980,6
PF3D7_0304700.3o4_1066,6
PF3D7_1125300.iso1.exon1.amp2_3352,6
PFI1520w_1790,5
PF3D7_1214100.2o4_2750,5
PF3D7_0730500.e1s3_4188,5
PF3D7_0617700.iso1.exon1.amp1_3596,5
PF3D7_1310200.2o2_4893,5
PF3D7_0806200.10o10_4040,5
PF3D7_0912600.iso1.exon2.amp1_4466,5
PF3D7_1478800.2o2_3283,5
PF3D7_0713600.iso1.exon1.amp1_3623,5
PF3D7_0728000.e2_2140,5
PF3D7_0615500.1o1_1418,5
PF3D7_0903100.1o2_37,5
PF3D7_0303800.1o1_2692,5
PF3D7_0911300.e1s2_3750,5
PF3D7_1319300.1o1_135,5
PF3D7_1406500.iso1.exon2.amp1_1090,5
PF13_0125_3086,5
PF3D7_0705500.iso1.exon2.amp2_3383,5
PF3D7_1334700.1o1_361,4
PF3D7_0811100.1o1_1077,4
PF3D7_0522400.e3s1_4384,4
PF3D7_1131600.s2_4060,4
PF3D7_1477900.3o3_787,4
PF3D7_1465300.1o6_4020,4
PF3D7_1145400.e1s1_4164,4
PF3D7_0110900.1o1_3600,4
PF3D7_1373000.iso1.exon2.amp1_1568,4
PF3D7_1128300.e2s1_4173,4
PF3D7_0618700.1o2_2329,4
PF3D7_0902000.2o3_2060,4
PF3D7_0410900.1o1_2420,4
PF3D7_1464600.iso1.exon1.amp2_2536,4
PF3D7_1455600.iso1.exon1.amp1_2565,4
