,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,104
mal_mito_2.iso1.exon1.amp1_1466,103
PF3D7_1479100.iso1.exon1.amp1_3584,76
PFC10_API0038.iso1.exon1.amp1_4356,69
PF3D7_1475100.iso1.exon1.amp2_2780,67
mal_mito_1.iso1.exon1.amp1_3777,63
PFE0605c_2434,58
PF3D7_1474200.iso1.exon1.amp5_1896,58
PFC10_API0020.iso1.exon1.amp1_598,57
PFC10_API0018.iso1.exon1.amp1_2911,55
PFC10_API0037.iso1.exon1.amp1_3198,54
PF3D7_1478000.2o2_4603,46
PF3D7_1474400.iso1.exon1.amp1_2386,40
PF3D7_1475100.iso1.exon1.amp1_seg2_2046,34
PF3D7_1473700.iso1.exon1.amp2_768,34
PFB0795w_4702,32
PF3D7_1474400.iso1.exon15.amp1_4083,29
PF3D7_1468800.iso1.exon1.amp1_160,28
PFB0490c_2762,27
PF3D7_1477900.e2_850,23
PF3D7_1470800.iso1.exon2.amp1_3976,23
PF3D7_1479600.iso1.exon2.amp1_139,21
PF3D7_1471900.iso1.exon1.amp1_1951,21
PF3D7_1437200.e1_1813,21
PFC10_API0012.iso1.exon1.amp1_short_596,20
PF3D7_1477900.e3_4415,20
PFC10_API0029.iso1.exon1.amp1_308,19
PF3D7_1474400.iso1.exon2.amp1_2112,19
PFC10_API0040.iso1.exon1.amp1_887,18
PF3D7_1476000.iso1.exon2.amp1_896,18
PF3D7_1467500.iso1.exon1.amp1_1009,18
PF3D7_1457600.iso1.exon1.amp1_3625,18
PFC10_API0028.iso1.exon1.amp1_4355,17
PF3D7_1473300.iso1.exon2.amp1_3257,17
PF3D7_1467000.1o1_2718,17
PF3D7_1440800.3o3_3026,17
PFC10_API0059.iso1.exon1.amp1_short_1180,16
PF3D7_1472800.1o7_2988,16
PF3D7_1458200.iso1.exon1.amp1_4381,16
PF3D7_1446800.e1s1_549,16
PF3D7_1477800.iso1.exon1.amp1_2398,15
PF3D7_1469300.iso1.exon1.amp1_4164,15
PF3D7_1467900.e3s1_2130,15
PF3D7_1454700.e1s1_4457,15
PFC10_API0027.iso1.exon1.amp1_309,14
PF3D7_1474200.iso1.exon2.amp1_645,14
PF3D7_1474200.iso1.exon1.amp4_3086,14
PF3D7_1472400.iso1.exon3.amp1_1827,14
PF3D7_1472000.iso1.exon4.amp1_1241,14
PF3D7_1465800.e4s1_4704,14
PF3D7_1465700.iso1.exon5.amp1_1494,14
PF3D7_1464500.iso1.exon5.amp1_4080,14
PF3D7_1454000.1o1_3014,14
PF3D7_1474400.iso1.exon8.amp1_2689,13
PF3D7_1474400.iso1.exon4.amp1_938,13
PF3D7_1466800.1o1_3053,13
PF3D7_1449500.iso1.exon2.amp1_2750,13
PF3D7_1475500.e1s2_4831,12
PF3D7_1472500.iso1.exon2.amp1_3512,12
PF3D7_1466600.iso1.exon1.amp1_2136,12
PF3D7_1445700.e3s1_2825,12
PF3D7_1440600.iso1.exon8.amp1_3240,12
PF3D7_1476200.1o1_4286,11
PF3D7_1469900.iso1.exon3.amp1_3591,11
PF3D7_1462600.1o2_3993,11
PF3D7_1462500.iso1.exon13.amp1_2654,11
PF3D7_1453600.iso1.exon2.amp1_4552,11
PFC10_API0036.iso1.exon1.amp1_1753,10
PFC10_API0030.iso1.exon1.amp1_3489,10
PF3D7_1478600.iso1.exon1.amp1_4398,10
PF3D7_1469600.e1s1_515,10
PF3D7_1466900.iso1.exon1.amp1_2662,10
PF3D7_1465900.e3s1_4775,10
PF3D7_1464500.iso1.exon1.amp3_212,10
PF3D7_1452200.1o1_2691,10
PF3D7_1423000.iso1.exon1.amp1_4488,10
PFD0711c_2o2_4567,9
PF3D7_1477400.2o2_1343,9
PF3D7_1474700.iso1.exon3.amp1_3912,9
PF3D7_1472500.iso1.exon1.amp1_2649,9
PF3D7_1470900.iso1.exon1.amp1_1529,9
PF3D7_1470800.iso1.exon1.amp1_3209,9
PF3D7_1470300.iso1.exon1.amp1_4439,9
PF3D7_1468600.1o2_2093,9
PF3D7_1463500.iso1.exon1.amp1_3559,9
PF3D7_1461200.iso1.exon3.amp1_115,9
PF3D7_1460500.iso1.exon1.amp1_1705,9
PF3D7_1453600.iso1.exon1.amp1_1194,9
PF3D7_1452500.iso1.exon6.amp1_4115,9
PF3D7_1449700.iso1.exon1.amp1_4303,9
PF3D7_1435300.e1s1_3521,9
PF3D7_1474400.iso1.exon13.amp1_2677,8
PF3D7_1474100.iso1.exon2.amp1_926,8
