,# correlated features
mal_mito_3.iso1.exon1.amp1_4066,3660
PFL2215w_4059,1803
PFL2430c_484,1124
mal_mito_2.iso1.exon1.amp1_1466,651
PFL1550w_501,64
PFL0800c_2443,31
mal_mito_1.iso1.exon1.amp1_3777,19
PFL0630w_2120,17
PF3D7_1471700.iso1.exon1.amp1_2187,17
PFI1510w_2753,9
PFL0300c_1466,5
PFL0065w_4711,4
PFI0645w_4388,4
PFC10_API0059.iso1.exon1.amp1_short_1180,4
PFI1105w_3411,3
PFB0300c_4064,3
PF3D7_1474300.iso1.exon2.amp1_1611,3
PFI1015w_3406,2
PFE1230c_4387,2
PFE0885w_814,2
PFE0360c_827,2
PFC0210c_2763,2
PF3D7_1478500.3o3_1010,2
PFL0210c_2437,1
PFL0110c_2444,1
PFI0145w_1465,1
PFE0795c_494,1
PFD0711c_2o2_4567,1
PFD0325w_2767,1
PFC10_API0028.iso1.exon1.amp1_4355,1
PF3D7_1479900.iso1.exon2.amp1_2142,1
PF3D7_1478700.4o4_351,1
PF3D7_1477500.2o2_743,1
PF3D7_1477400.2o2_1343,1
PF3D7_1474000.iso1.exon1.amp3_3078,1
PF3D7_1471800.1o1_1020,1
PF3D7_1470500.5o6_2722,1
PF3D7_1469800.3o3_369,1
PF3D7_1451400.iso1.exon1.amp1_seg1_3165,1
PF3D7_1373500.iso1.exon1.amp1_2457,1
PF3D7_1356200.2o2_1000,1
PF3D7_1333500.iso1.exon1.amp1_2747,1
PF3D7_1333400.1o1_1669,1
PF3D7_0519300.1o1_4973,1
PF3D7_0220400.2o3_4961,1
